  ====================================================
  TEXSTAN(academic)
  s10.dat, lam, Blasius, Ts(x)                                            
  stepsize: constant, dx=  .100
  entrainment based only on mom + energy eqns;   enfra= 1.00E-06  fra=  .010
  dpdx: not-a-knot spline curve fit
  energy eqn: solved, no source terms
  properties: constant
     po= 1.01325E+05  den= 1.17700E+00  vis= 1.83800E-05  sp_ht= 1.00500E+03
     prc(je)=     .707
  initial profiles: kstart=  4  dyi= 5.000E-05  rate=  .0900
  laminar flow at xstart, transition not possible
  axx= 0.0000E+00  bxx= 0.0000E+00  cxx= 0.0000E+00  dxx= 0.0000E+00
  exx= 0.0000E+00  fxx= 0.0000E+00  gxx= 0.0000E+00
  Stanton number and htc based on (ts-tinf)
  ====================================================

  intg x         rem       cf2       h12       reh        st
     0 1.041E-03 2.100E+01 1.050E-02 2.590E+00 2.588E+01  9.316E-03

    i  y(i)      u(i)      eta       f(eta)    g(eta)    c(eta)       
  1172 1.000E-01 2.059E+02 1.071E-03 2.590E+00 2.575E+02  1.340E-03

    i  y(i)      u(i)      eta       f(eta)    g(eta)    c(eta)       
     1 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00  0.000E+00
     2 5.809E-08 8.965E-04 1.800E-04 5.977E-05 5.288E-05  0.000E+00
     3 1.590E-07 2.454E-03 4.928E-04 1.636E-04 1.448E-04  0.000E+00
     4 2.485E-07 3.835E-03 7.703E-04 2.557E-04 2.262E-04  0.000E+00
     5 3.461E-07 5.341E-03 1.073E-03 3.561E-04 3.151E-04  0.000E+00
     6 4.524E-07 6.982E-03 1.402E-03 4.655E-04 4.119E-04  0.000E+00
     7 5.684E-07 8.771E-03 1.762E-03 5.848E-04 5.174E-04  0.000E+00
     8 6.947E-07 1.072E-02 2.153E-03 7.148E-04 6.324E-04  0.000E+00
     9 8.325E-07 1.285E-02 2.580E-03 8.565E-04 7.578E-04  0.000E+00
    10 9.826E-07 1.516E-02 3.045E-03 1.011E-03 8.945E-04  0.000E+00
    11 1.146E-06 1.769E-02 3.552E-03 1.179E-03 1.043E-03  0.000E+00
    12 1.325E-06 2.044E-02 4.105E-03 1.363E-03 1.206E-03  0.000E+00
    13 1.519E-06 2.344E-02 4.708E-03 1.563E-03 1.383E-03  0.000E+00
    14 1.731E-06 2.671E-02 5.365E-03 1.781E-03 1.576E-03  0.000E+00
    15 1.962E-06 3.028E-02 6.080E-03 2.018E-03 1.786E-03  0.000E+00
    16 2.214E-06 3.416E-02 6.861E-03 2.277E-03 2.015E-03  0.000E+00
    17 2.488E-06 3.840E-02 7.711E-03 2.560E-03 2.265E-03  0.000E+00
    18 2.787E-06 4.301E-02 8.638E-03 2.868E-03 2.537E-03  0.000E+00
    19 3.113E-06 4.804E-02 9.649E-03 3.203E-03 2.834E-03  0.000E+00
    20 3.469E-06 5.353E-02 1.075E-02 3.569E-03 3.158E-03  0.000E+00
    21 3.856E-06 5.951E-02 1.195E-02 3.967E-03 3.510E-03  0.000E+00
    22 4.278E-06 6.602E-02 1.326E-02 4.402E-03 3.895E-03  0.000E+00
    23 4.739E-06 7.313E-02 1.469E-02 4.875E-03 4.314E-03  0.000E+00
    24 5.240E-06 8.087E-02 1.624E-02 5.391E-03 4.770E-03  0.000E+00
    25 5.787E-06 8.931E-02 1.794E-02 5.954E-03 5.268E-03  0.000E+00
    26 6.383E-06 9.851E-02 1.978E-02 6.567E-03 5.811E-03  0.000E+00
    27 7.033E-06 1.085E-01 2.180E-02 7.235E-03 6.402E-03  0.000E+00
    28 7.741E-06 1.195E-01 2.399E-02 7.964E-03 7.047E-03  0.000E+00
    29 8.513E-06 1.314E-01 2.638E-02 8.758E-03 7.750E-03  0.000E+00
    30 9.354E-06 1.444E-01 2.899E-02 9.624E-03 8.515E-03  0.000E+00
    31 1.027E-05 1.585E-01 3.183E-02 1.057E-02 9.350E-03  0.000E+00
    32 1.127E-05 1.739E-01 3.493E-02 1.160E-02 1.026E-02  0.000E+00
    33 1.236E-05 1.907E-01 3.831E-02 1.272E-02 1.125E-02  0.000E+00
    34 1.355E-05 2.091E-01 4.199E-02 1.394E-02 1.233E-02  0.000E+00
    35 1.484E-05 2.291E-01 4.600E-02 1.527E-02 1.351E-02  0.000E+00
    36 1.625E-05 2.508E-01 5.037E-02 1.672E-02 1.480E-02  0.000E+00
    37 1.779E-05 2.746E-01 5.514E-02 1.830E-02 1.620E-02  0.000E+00
    38 1.947E-05 3.004E-01 6.034E-02 2.003E-02 1.772E-02  0.000E+00
    39 2.130E-05 3.286E-01 6.600E-02 2.191E-02 1.939E-02  0.000E+00
    40 2.329E-05 3.594E-01 7.217E-02 2.396E-02 2.120E-02  0.000E+00
    41 2.546E-05 3.929E-01 7.890E-02 2.619E-02 2.318E-02  0.000E+00
    42 2.782E-05 4.294E-01 8.624E-02 2.863E-02 2.533E-02  0.000E+00
    43 3.040E-05 4.692E-01 9.423E-02 3.128E-02 2.768E-02  0.000E+00
    44 3.322E-05 5.126E-01 1.029E-01 3.417E-02 3.024E-02  0.000E+00
    45 3.628E-05 5.599E-01 1.124E-01 3.733E-02 3.303E-02  0.000E+00
    46 3.962E-05 6.114E-01 1.228E-01 4.076E-02 3.607E-02  0.000E+00
    47 4.326E-05 6.676E-01 1.341E-01 4.451E-02 3.938E-02  0.000E+00
    48 4.723E-05 7.289E-01 1.464E-01 4.859E-02 4.300E-02  0.000E+00
    49 5.156E-05 7.956E-01 1.598E-01 5.304E-02 4.693E-02  0.000E+00
    50 5.627E-05 8.684E-01 1.744E-01 5.789E-02 5.122E-02  0.000E+00
    51 6.141E-05 9.477E-01 1.903E-01 6.318E-02 5.590E-02  0.000E+00
    52 6.701E-05 1.034E+00 2.077E-01 6.894E-02 6.100E-02  0.000E+00
    53 7.312E-05 1.128E+00 2.266E-01 7.522E-02 6.656E-02  0.000E+00
    54 7.978E-05 1.231E+00 2.472E-01 8.207E-02 7.262E-02  0.000E+00
    55 8.703E-05 1.343E+00 2.697E-01 8.953E-02 7.922E-02  0.000E+00
    56 9.494E-05 1.465E+00 2.942E-01 9.766E-02 8.642E-02  0.000E+00
    57 1.036E-04 1.598E+00 3.210E-01 1.065E-01 9.426E-02  0.000E+00
    58 1.130E-04 1.743E+00 3.501E-01 1.162E-01 1.028E-01  0.000E+00
    59 1.232E-04 1.900E+00 3.818E-01 1.267E-01 1.121E-01  0.000E+00
    60 1.344E-04 2.072E+00 4.164E-01 1.382E-01 1.223E-01  0.000E+00
    61 1.465E-04 2.260E+00 4.541E-01 1.506E-01 1.333E-01  0.000E+00
    62 1.598E-04 2.464E+00 4.952E-01 1.643E-01 1.454E-01  0.000E+00
    63 1.742E-04 2.686E+00 5.400E-01 1.791E-01 1.585E-01  0.000E+00
    64 1.900E-04 2.928E+00 5.888E-01 1.952E-01 1.728E-01  0.000E+00
    65 2.072E-04 3.191E+00 6.421E-01 2.127E-01 1.883E-01  0.000E+00
    66 2.259E-04 3.478E+00 7.001E-01 2.318E-01 2.053E-01  0.000E+00
    67 2.463E-04 3.789E+00 7.633E-01 2.526E-01 2.237E-01  0.000E+00
    68 2.685E-04 4.127E+00 8.322E-01 2.752E-01 2.437E-01  0.000E+00
    69 2.927E-04 4.494E+00 9.073E-01 2.996E-01 2.655E-01  0.000E+00
    70 3.191E-04 4.892E+00 9.891E-01 3.262E-01 2.892E-01  0.000E+00
    71 3.479E-04 5.323E+00 1.078E+00 3.549E-01 3.148E-01  0.000E+00
    72 3.793E-04 5.788E+00 1.175E+00 3.859E-01 3.426E-01  0.000E+00
    73 4.134E-04 6.289E+00 1.281E+00 4.193E-01 3.725E-01  0.000E+00
    74 4.507E-04 6.827E+00 1.397E+00 4.551E-01 4.049E-01  0.000E+00
    75 4.912E-04 7.401E+00 1.522E+00 4.934E-01 4.396E-01  0.000E+00
    76 5.353E-04 8.011E+00 1.659E+00 5.341E-01 4.768E-01  0.000E+00
    77 5.834E-04 8.654E+00 1.808E+00 5.769E-01 5.163E-01  0.000E+00
    78 6.346E-04 9.311E+00 1.967E+00 6.207E-01 5.572E-01  0.000E+00
    79 6.868E-04 9.948E+00 2.129E+00 6.632E-01 5.975E-01  0.000E+00
    80 7.390E-04 1.055E+01 2.290E+00 7.032E-01 6.360E-01  0.000E+00
    81 7.910E-04 1.111E+01 2.452E+00 7.405E-01 6.727E-01  0.000E+00
    82 8.429E-04 1.162E+01 2.612E+00 7.749E-01 7.073E-01  0.000E+00
    83 8.947E-04 1.210E+01 2.773E+00 8.064E-01 7.398E-01  0.000E+00
    84 9.464E-04 1.252E+01 2.933E+00 8.349E-01 7.701E-01  0.000E+00
    85 9.979E-04 1.291E+01 3.093E+00 8.604E-01 7.981E-01  0.000E+00
    86 1.049E-03 1.325E+01 3.252E+00 8.831E-01 8.237E-01  0.000E+00
    87 1.101E-03 1.354E+01 3.411E+00 9.029E-01 8.471E-01  0.000E+00
    88 1.152E-03 1.380E+01 3.570E+00 9.202E-01 8.683E-01  0.000E+00
    89 1.203E-03 1.402E+01 3.728E+00 9.350E-01 8.872E-01  0.000E+00
    90 1.254E-03 1.421E+01 3.885E+00 9.475E-01 9.041E-01  0.000E+00
    91 1.304E-03 1.437E+01 4.042E+00 9.581E-01 9.190E-01  0.000E+00
    92 1.355E-03 1.450E+01 4.199E+00 9.668E-01 9.320E-01  0.000E+00
    93 1.405E-03 1.461E+01 4.356E+00 9.740E-01 9.433E-01  0.000E+00
    94 1.456E-03 1.470E+01 4.512E+00 9.799E-01 9.531E-01  0.000E+00
    95 1.506E-03 1.477E+01 4.668E+00 9.845E-01 9.615E-01  0.000E+00
    96 1.556E-03 1.482E+01 4.824E+00 9.883E-01 9.686E-01  0.000E+00
    97 1.607E-03 1.487E+01 4.979E+00 9.912E-01 9.745E-01  0.000E+00
    98 1.657E-03 1.490E+01 5.135E+00 9.934E-01 9.795E-01  0.000E+00
    99 1.707E-03 1.493E+01 5.290E+00 9.952E-01 9.836E-01  0.000E+00
   100 1.757E-03 1.495E+01 5.445E+00 9.965E-01 9.870E-01  0.000E+00
   101 1.807E-03 1.496E+01 5.600E+00 9.975E-01 9.898E-01  0.000E+00
   102 1.857E-03 1.497E+01 5.755E+00 9.982E-01 9.920E-01  0.000E+00
   103 1.907E-03 1.498E+01 5.910E+00 9.987E-01 9.938E-01  0.000E+00
   104 1.957E-03 1.499E+01 6.065E+00 9.991E-01 9.953E-01  0.000E+00
   105 2.007E-03 1.499E+01 6.220E+00 9.994E-01 9.964E-01  0.000E+00
   106 2.057E-03 1.499E+01 6.375E+00 9.996E-01 9.973E-01  0.000E+00
   107 2.107E-03 1.500E+01 6.529E+00 9.997E-01 9.979E-01  0.000E+00
   108 2.157E-03 1.500E+01 6.684E+00 9.998E-01 9.985E-01  0.000E+00
   109 2.207E-03 1.500E+01 6.839E+00 9.999E-01 9.989E-01  0.000E+00
   110 2.257E-03 1.500E+01 6.994E+00 9.999E-01 9.992E-01  0.000E+00
   111 2.307E-03 1.500E+01 7.149E+00 9.999E-01 9.994E-01  0.000E+00
   112 2.356E-03 1.500E+01 7.303E+00 1.000E+00 9.996E-01  0.000E+00
   113 2.406E-03 1.500E+01 7.458E+00 1.000E+00 9.997E-01  0.000E+00
   114 2.456E-03 1.500E+01 7.613E+00 1.000E+00 9.998E-01  0.000E+00
   115 2.506E-03 1.500E+01 7.768E+00 1.000E+00 9.998E-01  0.000E+00
   116 2.556E-03 1.500E+01 7.922E+00 1.000E+00 9.999E-01  0.000E+00
   117 2.606E-03 1.500E+01 8.077E+00 1.000E+00 9.999E-01  0.000E+00
   118 2.656E-03 1.500E+01 8.232E+00 1.000E+00 9.999E-01  0.000E+00
   119 2.706E-03 1.500E+01 8.387E+00 1.000E+00 1.000E+00  0.000E+00
   120 2.756E-03 1.500E+01 8.542E+00 1.000E+00 1.000E+00  0.000E+00
   121 2.806E-03 1.500E+01 8.696E+00 1.000E+00 1.000E+00  0.000E+00
   122 2.856E-03 1.500E+01 8.851E+00 1.000E+00 1.000E+00  0.000E+00
   123 2.906E-03 1.500E+01 9.006E+00 1.000E+00 1.000E+00  0.000E+00
   124 2.956E-03 1.500E+01 9.161E+00 1.000E+00 1.000E+00  0.000E+00
   125 3.006E-03 1.500E+01 9.315E+00 1.000E+00 1.000E+00  0.000E+00
   126 3.056E-03 1.500E+01 9.470E+00 1.000E+00 1.000E+00  0.000E+00
   127 3.118E-03 1.500E+01 9.664E+00 1.000E+00 1.000E+00  0.000E+00
   128 3.155E-03 1.500E+01 9.780E+00 1.000E+00 1.000E+00  0.000E+00

  intg x         rem       cf2       h12       reh        st
  1456 1.500E-01 2.522E+02 8.746E-04 2.590E+00 3.154E+02  1.094E-03

    i  y(i)      u(i)      eta       f(eta)    g(eta)    c(eta)       
     1 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00  0.000E+00
     2 7.115E-08 8.966E-04 1.800E-04 5.977E-05 5.288E-05  0.000E+00
     3 1.948E-07 2.454E-03 4.928E-04 1.636E-04 1.448E-04  0.000E+00
     4 3.044E-07 3.836E-03 7.703E-04 2.557E-04 2.262E-04  0.000E+00
     5 4.239E-07 5.341E-03 1.073E-03 3.561E-04 3.151E-04  0.000E+00
     6 5.541E-07 6.983E-03 1.402E-03 4.655E-04 4.119E-04  0.000E+00
     7 6.961E-07 8.772E-03 1.762E-03 5.848E-04 5.174E-04  0.000E+00
     8 8.509E-07 1.072E-02 2.153E-03 7.148E-04 6.324E-04  0.000E+00
     9 1.020E-06 1.285E-02 2.580E-03 8.565E-04 7.578E-04  0.000E+00
    10 1.203E-06 1.516E-02 3.045E-03 1.011E-03 8.945E-04  0.000E+00
    11 1.404E-06 1.769E-02 3.552E-03 1.179E-03 1.043E-03  0.000E+00
    12 1.622E-06 2.044E-02 4.105E-03 1.363E-03 1.206E-03  0.000E+00
    13 1.860E-06 2.344E-02 4.708E-03 1.563E-03 1.383E-03  0.000E+00
    14 2.120E-06 2.671E-02 5.364E-03 1.781E-03 1.576E-03  0.000E+00
    15 2.403E-06 3.028E-02 6.080E-03 2.019E-03 1.786E-03  0.000E+00
    16 2.711E-06 3.416E-02 6.861E-03 2.278E-03 2.015E-03  0.000E+00
    17 3.047E-06 3.840E-02 7.711E-03 2.560E-03 2.265E-03  0.000E+00
    18 3.414E-06 4.302E-02 8.638E-03 2.868E-03 2.537E-03  0.000E+00
    19 3.813E-06 4.805E-02 9.649E-03 3.203E-03 2.834E-03  0.000E+00
    20 4.248E-06 5.353E-02 1.075E-02 3.569E-03 3.158E-03  0.000E+00
    21 4.723E-06 5.951E-02 1.195E-02 3.967E-03 3.510E-03  0.000E+00
    22 5.240E-06 6.603E-02 1.326E-02 4.402E-03 3.895E-03  0.000E+00
    23 5.803E-06 7.313E-02 1.469E-02 4.875E-03 4.314E-03  0.000E+00
    24 6.418E-06 8.087E-02 1.624E-02 5.392E-03 4.770E-03  0.000E+00
    25 7.088E-06 8.931E-02 1.794E-02 5.954E-03 5.268E-03  0.000E+00
    26 7.818E-06 9.851E-02 1.978E-02 6.567E-03 5.811E-03  0.000E+00
    27 8.613E-06 1.085E-01 2.180E-02 7.236E-03 6.402E-03  0.000E+00
    28 9.480E-06 1.195E-01 2.399E-02 7.964E-03 7.047E-03  0.000E+00
    29 1.043E-05 1.314E-01 2.638E-02 8.759E-03 7.749E-03  0.000E+00
    30 1.146E-05 1.444E-01 2.899E-02 9.624E-03 8.515E-03  0.000E+00
    31 1.258E-05 1.585E-01 3.183E-02 1.057E-02 9.350E-03  0.000E+00
    32 1.380E-05 1.739E-01 3.493E-02 1.160E-02 1.026E-02  0.000E+00
    33 1.514E-05 1.908E-01 3.831E-02 1.272E-02 1.125E-02  0.000E+00
    34 1.659E-05 2.091E-01 4.199E-02 1.394E-02 1.233E-02  0.000E+00
    35 1.818E-05 2.291E-01 4.600E-02 1.527E-02 1.351E-02  0.000E+00
    36 1.991E-05 2.508E-01 5.037E-02 1.672E-02 1.480E-02  0.000E+00
    37 2.179E-05 2.746E-01 5.514E-02 1.831E-02 1.620E-02  0.000E+00
    38 2.384E-05 3.005E-01 6.034E-02 2.003E-02 1.772E-02  0.000E+00
    39 2.608E-05 3.287E-01 6.600E-02 2.191E-02 1.939E-02  0.000E+00
    40 2.852E-05 3.594E-01 7.217E-02 2.396E-02 2.120E-02  0.000E+00
    41 3.118E-05 3.929E-01 7.890E-02 2.619E-02 2.317E-02  0.000E+00
    42 3.408E-05 4.294E-01 8.624E-02 2.863E-02 2.533E-02  0.000E+00
    43 3.724E-05 4.692E-01 9.423E-02 3.128E-02 2.768E-02  0.000E+00
    44 4.068E-05 5.126E-01 1.029E-01 3.417E-02 3.024E-02  0.000E+00
    45 4.443E-05 5.599E-01 1.124E-01 3.733E-02 3.303E-02  0.000E+00
    46 4.852E-05 6.115E-01 1.228E-01 4.076E-02 3.607E-02  0.000E+00
    47 5.298E-05 6.677E-01 1.341E-01 4.451E-02 3.938E-02  0.000E+00
    48 5.784E-05 7.289E-01 1.464E-01 4.859E-02 4.299E-02  0.000E+00
    49 6.314E-05 7.957E-01 1.598E-01 5.304E-02 4.693E-02  0.000E+00
    50 6.892E-05 8.684E-01 1.744E-01 5.789E-02 5.122E-02  0.000E+00
    51 7.521E-05 9.477E-01 1.903E-01 6.318E-02 5.590E-02  0.000E+00
    52 8.207E-05 1.034E+00 2.077E-01 6.894E-02 6.100E-02  0.000E+00
    53 8.955E-05 1.128E+00 2.266E-01 7.523E-02 6.656E-02  0.000E+00
    54 9.770E-05 1.231E+00 2.472E-01 8.207E-02 7.262E-02  0.000E+00
    55 1.066E-04 1.343E+00 2.697E-01 8.953E-02 7.922E-02  0.000E+00
    56 1.163E-04 1.465E+00 2.942E-01 9.766E-02 8.641E-02  0.000E+00
    57 1.268E-04 1.598E+00 3.210E-01 1.065E-01 9.425E-02  0.000E+00
    58 1.383E-04 1.743E+00 3.501E-01 1.162E-01 1.028E-01  0.000E+00
    59 1.509E-04 1.901E+00 3.818E-01 1.267E-01 1.121E-01  0.000E+00
    60 1.645E-04 2.073E+00 4.164E-01 1.382E-01 1.223E-01  0.000E+00
    61 1.794E-04 2.260E+00 4.541E-01 1.507E-01 1.333E-01  0.000E+00
    62 1.957E-04 2.464E+00 4.952E-01 1.643E-01 1.454E-01  0.000E+00
    63 2.134E-04 2.686E+00 5.400E-01 1.791E-01 1.585E-01  0.000E+00
    64 2.327E-04 2.928E+00 5.888E-01 1.952E-01 1.728E-01  0.000E+00
    65 2.537E-04 3.191E+00 6.420E-01 2.128E-01 1.883E-01  0.000E+00
    66 2.766E-04 3.478E+00 7.001E-01 2.319E-01 2.053E-01  0.000E+00
    67 3.016E-04 3.789E+00 7.633E-01 2.526E-01 2.237E-01  0.000E+00
    68 3.289E-04 4.128E+00 8.322E-01 2.752E-01 2.437E-01  0.000E+00
    69 3.585E-04 4.495E+00 9.073E-01 2.996E-01 2.655E-01  0.000E+00
    70 3.909E-04 4.893E+00 9.891E-01 3.262E-01 2.892E-01  0.000E+00
    71 4.261E-04 5.323E+00 1.078E+00 3.549E-01 3.148E-01  0.000E+00
    72 4.645E-04 5.789E+00 1.175E+00 3.859E-01 3.425E-01  0.000E+00
    73 5.063E-04 6.290E+00 1.281E+00 4.193E-01 3.725E-01  0.000E+00
    74 5.519E-04 6.827E+00 1.397E+00 4.551E-01 4.049E-01  0.000E+00
    75 6.016E-04 7.401E+00 1.522E+00 4.934E-01 4.396E-01  0.000E+00
    76 6.557E-04 8.011E+00 1.659E+00 5.341E-01 4.768E-01  0.000E+00
    77 7.145E-04 8.654E+00 1.808E+00 5.770E-01 5.163E-01  0.000E+00
    78 7.772E-04 9.311E+00 1.967E+00 6.208E-01 5.572E-01  0.000E+00
    79 8.412E-04 9.949E+00 2.129E+00 6.632E-01 5.975E-01  0.000E+00
    80 9.050E-04 1.055E+01 2.290E+00 7.032E-01 6.360E-01  0.000E+00
    81 9.688E-04 1.111E+01 2.452E+00 7.405E-01 6.727E-01  0.000E+00
    82 1.032E-03 1.162E+01 2.612E+00 7.749E-01 7.073E-01  0.000E+00
    83 1.096E-03 1.210E+01 2.773E+00 8.064E-01 7.398E-01  0.000E+00
    84 1.159E-03 1.252E+01 2.933E+00 8.349E-01 7.701E-01  0.000E+00
    85 1.222E-03 1.291E+01 3.093E+00 8.604E-01 7.980E-01  0.000E+00
    86 1.285E-03 1.325E+01 3.252E+00 8.831E-01 8.237E-01  0.000E+00
    87 1.348E-03 1.354E+01 3.411E+00 9.030E-01 8.471E-01  0.000E+00
    88 1.411E-03 1.380E+01 3.570E+00 9.202E-01 8.682E-01  0.000E+00
    89 1.473E-03 1.403E+01 3.728E+00 9.350E-01 8.872E-01  0.000E+00
    90 1.535E-03 1.421E+01 3.885E+00 9.476E-01 9.041E-01  0.000E+00
    91 1.597E-03 1.437E+01 4.042E+00 9.581E-01 9.190E-01  0.000E+00
    92 1.659E-03 1.450E+01 4.199E+00 9.669E-01 9.320E-01  0.000E+00
    93 1.721E-03 1.461E+01 4.356E+00 9.740E-01 9.433E-01  0.000E+00
    94 1.783E-03 1.470E+01 4.512E+00 9.799E-01 9.531E-01  0.000E+00
    95 1.845E-03 1.477E+01 4.668E+00 9.846E-01 9.615E-01  0.000E+00
    96 1.906E-03 1.482E+01 4.824E+00 9.883E-01 9.686E-01  0.000E+00
    97 1.968E-03 1.487E+01 4.979E+00 9.912E-01 9.745E-01  0.000E+00
    98 2.029E-03 1.490E+01 5.135E+00 9.934E-01 9.795E-01  0.000E+00
    99 2.090E-03 1.493E+01 5.290E+00 9.952E-01 9.836E-01  0.000E+00
   100 2.152E-03 1.495E+01 5.445E+00 9.965E-01 9.870E-01  0.000E+00
   101 2.213E-03 1.496E+01 5.600E+00 9.975E-01 9.898E-01  0.000E+00
   102 2.274E-03 1.497E+01 5.755E+00 9.982E-01 9.920E-01  0.000E+00
   103 2.336E-03 1.498E+01 5.910E+00 9.987E-01 9.938E-01  0.000E+00
   104 2.397E-03 1.499E+01 6.065E+00 9.991E-01 9.953E-01  0.000E+00
   105 2.458E-03 1.499E+01 6.220E+00 9.994E-01 9.964E-01  0.000E+00
   106 2.519E-03 1.499E+01 6.375E+00 9.996E-01 9.973E-01  0.000E+00
   107 2.580E-03 1.500E+01 6.530E+00 9.997E-01 9.979E-01  0.000E+00
   108 2.641E-03 1.500E+01 6.684E+00 9.998E-01 9.985E-01  0.000E+00
   109 2.703E-03 1.500E+01 6.839E+00 9.999E-01 9.989E-01  0.000E+00
   110 2.764E-03 1.500E+01 6.994E+00 9.999E-01 9.992E-01  0.000E+00
   111 2.825E-03 1.500E+01 7.149E+00 9.999E-01 9.994E-01  0.000E+00
   112 2.886E-03 1.500E+01 7.304E+00 1.000E+00 9.996E-01  0.000E+00
   113 2.947E-03 1.500E+01 7.458E+00 1.000E+00 9.997E-01  0.000E+00
   114 3.008E-03 1.500E+01 7.613E+00 1.000E+00 9.998E-01  0.000E+00
   115 3.070E-03 1.500E+01 7.768E+00 1.000E+00 9.998E-01  0.000E+00
   116 3.131E-03 1.500E+01 7.923E+00 1.000E+00 9.999E-01  0.000E+00
   117 3.192E-03 1.500E+01 8.077E+00 1.000E+00 9.999E-01  0.000E+00
   118 3.253E-03 1.500E+01 8.232E+00 1.000E+00 9.999E-01  0.000E+00
   119 3.314E-03 1.500E+01 8.387E+00 1.000E+00 1.000E+00  0.000E+00
   120 3.375E-03 1.500E+01 8.542E+00 1.000E+00 1.000E+00  0.000E+00
   121 3.437E-03 1.500E+01 8.697E+00 1.000E+00 1.000E+00  0.000E+00
   122 3.498E-03 1.500E+01 8.851E+00 1.000E+00 1.000E+00  0.000E+00
   123 3.559E-03 1.500E+01 9.006E+00 1.000E+00 1.000E+00  0.000E+00
   124 3.620E-03 1.500E+01 9.161E+00 1.000E+00 1.000E+00  0.000E+00
   125 3.681E-03 1.500E+01 9.316E+00 1.000E+00 1.000E+00  0.000E+00
   126 3.742E-03 1.500E+01 9.470E+00 1.000E+00 1.000E+00  0.000E+00
   127 3.819E-03 1.500E+01 9.664E+00 1.000E+00 1.000E+00  0.000E+00
   128 3.865E-03 1.500E+01 9.780E+00 1.000E+00 1.000E+00  0.000E+00

  intg x         rem       cf2       h12       reh        st
  1695 2.000E-01 2.912E+02 7.574E-04 2.590E+00 3.642E+02  9.478E-04

    i  y(i)      u(i)      eta       f(eta)    g(eta)    c(eta)       
     1 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00  0.000E+00
     2 8.215E-08 8.966E-04 1.800E-04 5.977E-05 5.288E-05  0.000E+00
     3 2.249E-07 2.454E-03 4.928E-04 1.636E-04 1.448E-04  0.000E+00
     4 3.515E-07 3.836E-03 7.702E-04 2.557E-04 2.262E-04  0.000E+00
     5 4.894E-07 5.342E-03 1.073E-03 3.561E-04 3.151E-04  0.000E+00
     6 6.398E-07 6.983E-03 1.402E-03 4.655E-04 4.119E-04  0.000E+00
     7 8.038E-07 8.772E-03 1.762E-03 5.848E-04 5.174E-04  0.000E+00
     8 9.825E-07 1.072E-02 2.153E-03 7.148E-04 6.324E-04  0.000E+00
     9 1.177E-06 1.285E-02 2.580E-03 8.565E-04 7.578E-04  0.000E+00
    10 1.390E-06 1.516E-02 3.045E-03 1.011E-03 8.944E-04  0.000E+00
    11 1.621E-06 1.769E-02 3.552E-03 1.179E-03 1.043E-03  0.000E+00
    12 1.873E-06 2.044E-02 4.105E-03 1.363E-03 1.206E-03  0.000E+00
    13 2.148E-06 2.344E-02 4.708E-03 1.563E-03 1.383E-03  0.000E+00
    14 2.448E-06 2.671E-02 5.364E-03 1.781E-03 1.576E-03  0.000E+00
    15 2.774E-06 3.028E-02 6.080E-03 2.019E-03 1.786E-03  0.000E+00
    16 3.131E-06 3.416E-02 6.861E-03 2.278E-03 2.015E-03  0.000E+00
    17 3.519E-06 3.840E-02 7.711E-03 2.560E-03 2.265E-03  0.000E+00
    18 3.942E-06 4.302E-02 8.638E-03 2.868E-03 2.537E-03  0.000E+00
    19 4.403E-06 4.805E-02 9.649E-03 3.203E-03 2.834E-03  0.000E+00
    20 4.905E-06 5.353E-02 1.075E-02 3.569E-03 3.158E-03  0.000E+00
    21 5.453E-06 5.951E-02 1.195E-02 3.968E-03 3.510E-03  0.000E+00
    22 6.050E-06 6.603E-02 1.326E-02 4.402E-03 3.895E-03  0.000E+00
    23 6.701E-06 7.313E-02 1.469E-02 4.876E-03 4.313E-03  0.000E+00
    24 7.411E-06 8.088E-02 1.624E-02 5.392E-03 4.770E-03  0.000E+00
    25 8.184E-06 8.931E-02 1.794E-02 5.954E-03 5.268E-03  0.000E+00
    26 9.027E-06 9.851E-02 1.978E-02 6.568E-03 5.810E-03  0.000E+00
    27 9.946E-06 1.085E-01 2.180E-02 7.236E-03 6.402E-03  0.000E+00
    28 1.095E-05 1.195E-01 2.399E-02 7.965E-03 7.046E-03  0.000E+00
    29 1.204E-05 1.314E-01 2.638E-02 8.759E-03 7.749E-03  0.000E+00
    30 1.323E-05 1.444E-01 2.899E-02 9.625E-03 8.515E-03  0.000E+00
    31 1.453E-05 1.585E-01 3.183E-02 1.057E-02 9.350E-03  0.000E+00
    32 1.594E-05 1.739E-01 3.493E-02 1.160E-02 1.026E-02  0.000E+00
    33 1.748E-05 1.908E-01 3.831E-02 1.272E-02 1.125E-02  0.000E+00
    34 1.916E-05 2.091E-01 4.199E-02 1.394E-02 1.233E-02  0.000E+00
    35 2.099E-05 2.291E-01 4.600E-02 1.527E-02 1.351E-02  0.000E+00
    36 2.299E-05 2.509E-01 5.037E-02 1.672E-02 1.480E-02  0.000E+00
    37 2.516E-05 2.746E-01 5.514E-02 1.831E-02 1.620E-02  0.000E+00
    38 2.753E-05 3.005E-01 6.034E-02 2.003E-02 1.772E-02  0.000E+00
