  ====================================================
  TEXSTAN(academic)
  s10.dat, lam, Blasius, Ts(x)                                            
  stepsize: constant, dx=  .100
  entrainment based only on mom + energy eqns;   enfra= 1.00E-06  fra=  .010
  dpdx: not-a-knot spline curve fit
  energy eqn: solved, no source terms
  properties: constant
     po= 1.01325E+05  den= 6.00000E-01  vis= 1.30000E-05  sp_ht= 2.00300E+03
     prc(je)=    1.000
  initial profiles: kstart=  4  dyi= 5.000E-05  rate=  .0900
  laminar flow at xstart, transition not possible
  axx= 0.0000E+00  bxx= 0.0000E+00  cxx= 0.0000E+00  dxx= 0.0000E+00
  exx= 0.0000E+00  fxx= 0.0000E+00  gxx= 0.0000E+00
  Stanton number and htc based on (ts-tinf)
  ====================================================

  intg x         rem       cf2       h12       reh        st
     0 1.041E-03 1.783E+01 1.237E-02 2.590E+00 1.784E+01  1.237E-02

    i  y(i)      u(i)      eta       f(eta)    g(eta)    c(eta)       
   108 1.577E-03 1.498E+01 5.869E+00 9.986E-01 9.986E-01  0.000E+00
   109 1.612E-03 1.498E+01 5.999E+00 9.990E-01 9.990E-01  0.000E+00
   110 1.647E-03 1.499E+01 6.128E+00 9.992E-01 9.992E-01  0.000E+00
   111 1.682E-03 1.499E+01 6.258E+00 9.994E-01 9.994E-01  0.000E+00
   112 1.717E-03 1.499E+01 6.387E+00 9.996E-01 9.996E-01  0.000E+00
   113 1.751E-03 1.500E+01 6.517E+00 9.997E-01 9.997E-01  0.000E+00
   114 1.786E-03 1.500E+01 6.646E+00 9.998E-01 9.998E-01  0.000E+00
   115 1.821E-03 1.500E+01 6.775E+00 9.999E-01 9.999E-01  0.000E+00
   116 1.856E-03 1.500E+01 6.905E+00 9.999E-01 9.999E-01  0.000E+00
   117 1.890E-03 1.500E+01 7.034E+00 9.999E-01 9.999E-01  0.000E+00
   118 1.925E-03 1.500E+01 7.163E+00 1.000E+00 1.000E+00  0.000E+00
   119 1.960E-03 1.500E+01 7.293E+00 1.000E+00 1.000E+00  0.000E+00
   120 1.995E-03 1.500E+01 7.422E+00 1.000E+00 1.000E+00  0.000E+00
   121 2.029E-03 1.500E+01 7.552E+00 1.000E+00 1.000E+00  0.000E+00
   122 2.064E-03 1.500E+01 7.681E+00 1.000E+00 1.000E+00  0.000E+00
   123 2.099E-03 1.500E+01 7.810E+00 1.000E+00 1.000E+00  0.000E+00
   124 2.134E-03 1.500E+01 7.940E+00 1.000E+00 1.000E+00  0.000E+00
   125 2.168E-03 1.500E+01 8.069E+00 1.000E+00 1.000E+00  0.000E+00
   126 2.203E-03 1.500E+01 8.198E+00 1.000E+00 1.000E+00  0.000E+00
   127 2.247E-03 1.500E+01 8.360E+00 1.000E+00 1.000E+00  0.000E+00
   128 2.273E-03 1.500E+01 8.457E+00 1.000E+00 1.000E+00  0.000E+00

  intg x         rem       cf2       h12       reh        st
  1001 1.000E-01 1.748E+02 1.262E-03 2.590E+00 1.748E+02  1.262E-03

    i  y(i)      u(i)      eta       f(eta)    g(eta)    c(eta)       
     1 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00  0.000E+00
     2 6.256E-08 8.196E-04 1.646E-04 5.464E-05 5.464E-05  0.000E+00
     3 1.712E-07 2.243E-03 4.505E-04 1.496E-04 1.496E-04  0.000E+00
     4 2.676E-07 3.506E-03 7.041E-04 2.337E-04 2.337E-04  0.000E+00
     5 3.727E-07 4.883E-03 9.806E-04 3.255E-04 3.255E-04  0.000E+00
     6 4.872E-07 6.383E-03 1.282E-03 4.255E-04 4.255E-04  0.000E+00
     7 6.120E-07 8.018E-03 1.610E-03 5.346E-04 5.345E-04  0.000E+00
     8 7.481E-07 9.801E-03 1.968E-03 6.534E-04 6.534E-04  0.000E+00
     9 8.964E-07 1.174E-02 2.359E-03 7.829E-04 7.829E-04  0.000E+00
    10 1.058E-06 1.386E-02 2.784E-03 9.241E-04 9.241E-04  0.000E+00
    11 1.234E-06 1.617E-02 3.248E-03 1.078E-03 1.078E-03  0.000E+00
    12 1.426E-06 1.869E-02 3.753E-03 1.246E-03 1.246E-03  0.000E+00
    13 1.636E-06 2.143E-02 4.304E-03 1.429E-03 1.429E-03  0.000E+00
    14 1.864E-06 2.442E-02 4.904E-03 1.628E-03 1.628E-03  0.000E+00
    15 2.113E-06 2.768E-02 5.559E-03 1.845E-03 1.845E-03  0.000E+00
    16 2.384E-06 3.123E-02 6.272E-03 2.082E-03 2.082E-03  0.000E+00
    17 2.679E-06 3.510E-02 7.049E-03 2.340E-03 2.340E-03  0.000E+00
    18 3.001E-06 3.932E-02 7.897E-03 2.621E-03 2.621E-03  0.000E+00
    19 3.352E-06 4.392E-02 8.821E-03 2.928E-03 2.928E-03  0.000E+00
    20 3.735E-06 4.893E-02 9.828E-03 3.262E-03 3.262E-03  0.000E+00
    21 4.152E-06 5.440E-02 1.093E-02 3.627E-03 3.627E-03  0.000E+00
    22 4.607E-06 6.036E-02 1.212E-02 4.024E-03 4.024E-03  0.000E+00
    23 5.102E-06 6.685E-02 1.343E-02 4.457E-03 4.457E-03  0.000E+00
    24 5.643E-06 7.393E-02 1.485E-02 4.928E-03 4.928E-03  0.000E+00
    25 6.231E-06 8.164E-02 1.640E-02 5.443E-03 5.443E-03  0.000E+00
    26 6.873E-06 9.005E-02 1.808E-02 6.003E-03 6.003E-03  0.000E+00
    27 7.573E-06 9.921E-02 1.993E-02 6.614E-03 6.614E-03  0.000E+00
    28 8.335E-06 1.092E-01 2.193E-02 7.280E-03 7.280E-03  0.000E+00
    29 9.167E-06 1.201E-01 2.412E-02 8.006E-03 8.006E-03  0.000E+00
    30 1.007E-05 1.320E-01 2.650E-02 8.798E-03 8.797E-03  0.000E+00
    31 1.106E-05 1.449E-01 2.910E-02 9.660E-03 9.660E-03  0.000E+00
    32 1.214E-05 1.590E-01 3.193E-02 1.060E-02 1.060E-02  0.000E+00
    33 1.331E-05 1.744E-01 3.502E-02 1.162E-02 1.162E-02  0.000E+00
    34 1.459E-05 1.911E-01 3.838E-02 1.274E-02 1.274E-02  0.000E+00
    35 1.598E-05 2.094E-01 4.205E-02 1.396E-02 1.396E-02  0.000E+00
    36 1.750E-05 2.293E-01 4.605E-02 1.529E-02 1.529E-02  0.000E+00
    37 1.916E-05 2.510E-01 5.041E-02 1.673E-02 1.673E-02  0.000E+00
    38 2.096E-05 2.746E-01 5.516E-02 1.831E-02 1.831E-02  0.000E+00
    39 2.293E-05 3.004E-01 6.034E-02 2.003E-02 2.003E-02  0.000E+00
    40 2.508E-05 3.285E-01 6.598E-02 2.190E-02 2.190E-02  0.000E+00
    41 2.741E-05 3.591E-01 7.213E-02 2.394E-02 2.394E-02  0.000E+00
    42 2.996E-05 3.925E-01 7.883E-02 2.617E-02 2.617E-02  0.000E+00
    43 3.274E-05 4.289E-01 8.614E-02 2.859E-02 2.859E-02  0.000E+00
    44 3.577E-05 4.686E-01 9.411E-02 3.124E-02 3.124E-02  0.000E+00
    45 3.907E-05 5.118E-01 1.028E-01 3.412E-02 3.412E-02  0.000E+00
    46 4.266E-05 5.589E-01 1.123E-01 3.726E-02 3.726E-02  0.000E+00
    47 4.658E-05 6.103E-01 1.226E-01 4.069E-02 4.069E-02  0.000E+00
    48 5.086E-05 6.663E-01 1.338E-01 4.442E-02 4.442E-02  0.000E+00
    49 5.552E-05 7.273E-01 1.461E-01 4.849E-02 4.849E-02  0.000E+00
    50 6.059E-05 7.938E-01 1.594E-01 5.292E-02 5.292E-02  0.000E+00
    51 6.613E-05 8.663E-01 1.740E-01 5.775E-02 5.775E-02  0.000E+00
    52 7.216E-05 9.453E-01 1.899E-01 6.302E-02 6.302E-02  0.000E+00
    53 7.874E-05 1.031E+00 2.072E-01 6.876E-02 6.876E-02  0.000E+00
    54 8.590E-05 1.125E+00 2.260E-01 7.502E-02 7.502E-02  0.000E+00
    55 9.371E-05 1.228E+00 2.466E-01 8.184E-02 8.184E-02  0.000E+00
    56 1.022E-04 1.339E+00 2.690E-01 8.928E-02 8.928E-02  0.000E+00
    57 1.115E-04 1.461E+00 2.934E-01 9.738E-02 9.738E-02  0.000E+00
    58 1.216E-04 1.593E+00 3.200E-01 1.062E-01 1.062E-01  0.000E+00
    59 1.327E-04 1.737E+00 3.490E-01 1.158E-01 1.158E-01  0.000E+00
    60 1.447E-04 1.895E+00 3.807E-01 1.263E-01 1.263E-01  0.000E+00
    61 1.578E-04 2.066E+00 4.151E-01 1.377E-01 1.377E-01  0.000E+00
    62 1.720E-04 2.253E+00 4.527E-01 1.502E-01 1.502E-01  0.000E+00
    63 1.876E-04 2.456E+00 4.936E-01 1.637E-01 1.637E-01  0.000E+00
    64 2.046E-04 2.677E+00 5.383E-01 1.785E-01 1.785E-01  0.000E+00
    65 2.231E-04 2.918E+00 5.869E-01 1.945E-01 1.945E-01  0.000E+00
    66 2.432E-04 3.180E+00 6.399E-01 2.120E-01 2.120E-01  0.000E+00
    67 2.652E-04 3.466E+00 6.977E-01 2.310E-01 2.310E-01  0.000E+00
    68 2.891E-04 3.776E+00 7.606E-01 2.517E-01 2.517E-01  0.000E+00
    69 3.151E-04 4.113E+00 8.292E-01 2.742E-01 2.742E-01  0.000E+00
    70 3.435E-04 4.478E+00 9.039E-01 2.985E-01 2.985E-01  0.000E+00
    71 3.745E-04 4.874E+00 9.853E-01 3.249E-01 3.249E-01  0.000E+00
    72 4.082E-04 5.302E+00 1.074E+00 3.535E-01 3.535E-01  0.000E+00
    73 4.449E-04 5.765E+00 1.171E+00 3.843E-01 3.843E-01  0.000E+00
    74 4.848E-04 6.262E+00 1.276E+00 4.175E-01 4.175E-01  0.000E+00
    75 5.283E-04 6.796E+00 1.390E+00 4.531E-01 4.531E-01  0.000E+00
    76 5.756E-04 7.366E+00 1.515E+00 4.910E-01 4.910E-01  0.000E+00
    77 6.270E-04 7.970E+00 1.650E+00 5.313E-01 5.313E-01  0.000E+00
    78 6.817E-04 8.592E+00 1.794E+00 5.728E-01 5.728E-01  0.000E+00
    79 7.373E-04 9.202E+00 1.940E+00 6.135E-01 6.135E-01  0.000E+00
    80 7.927E-04 9.783E+00 2.086E+00 6.522E-01 6.522E-01  0.000E+00
    81 8.479E-04 1.033E+01 2.231E+00 6.888E-01 6.888E-01  0.000E+00
    82 9.027E-04 1.085E+01 2.375E+00 7.232E-01 7.231E-01  0.000E+00
    83 9.573E-04 1.133E+01 2.519E+00 7.552E-01 7.552E-01  0.000E+00
    84 1.012E-03 1.177E+01 2.661E+00 7.848E-01 7.848E-01  0.000E+00
    85 1.065E-03 1.218E+01 2.803E+00 8.119E-01 8.119E-01  0.000E+00
    86 1.119E-03 1.255E+01 2.944E+00 8.367E-01 8.367E-01  0.000E+00
    87 1.172E-03 1.289E+01 3.084E+00 8.590E-01 8.590E-01  0.000E+00
    88 1.225E-03 1.319E+01 3.223E+00 8.791E-01 8.791E-01  0.000E+00
    89 1.277E-03 1.345E+01 3.361E+00 8.969E-01 8.969E-01  0.000E+00
    90 1.329E-03 1.369E+01 3.498E+00 9.127E-01 9.127E-01  0.000E+00
    91 1.381E-03 1.390E+01 3.634E+00 9.265E-01 9.265E-01  0.000E+00
    92 1.432E-03 1.408E+01 3.769E+00 9.385E-01 9.385E-01  0.000E+00
    93 1.484E-03 1.423E+01 3.904E+00 9.489E-01 9.489E-01  0.000E+00
    94 1.534E-03 1.437E+01 4.037E+00 9.578E-01 9.578E-01  0.000E+00
    95 1.585E-03 1.448E+01 4.171E+00 9.654E-01 9.654E-01  0.000E+00
    96 1.635E-03 1.458E+01 4.303E+00 9.718E-01 9.718E-01  0.000E+00
    97 1.686E-03 1.466E+01 4.435E+00 9.771E-01 9.771E-01  0.000E+00
    98 1.736E-03 1.472E+01 4.567E+00 9.816E-01 9.816E-01  0.000E+00
    99 1.786E-03 1.478E+01 4.698E+00 9.853E-01 9.853E-01  0.000E+00
   100 1.835E-03 1.483E+01 4.829E+00 9.884E-01 9.884E-01  0.000E+00
   101 1.885E-03 1.486E+01 4.959E+00 9.908E-01 9.908E-01  0.000E+00
   102 1.934E-03 1.489E+01 5.090E+00 9.928E-01 9.928E-01  0.000E+00
   103 1.984E-03 1.492E+01 5.220E+00 9.944E-01 9.944E-01  0.000E+00
   104 2.033E-03 1.494E+01 5.350E+00 9.957E-01 9.957E-01  0.000E+00
   105 2.083E-03 1.495E+01 5.479E+00 9.967E-01 9.967E-01  0.000E+00
   106 2.132E-03 1.496E+01 5.609E+00 9.975E-01 9.975E-01  0.000E+00
   107 2.181E-03 1.497E+01 5.739E+00 9.981E-01 9.981E-01  0.000E+00
   108 2.230E-03 1.498E+01 5.868E+00 9.986E-01 9.986E-01  0.000E+00
   109 2.280E-03 1.498E+01 5.998E+00 9.990E-01 9.990E-01  0.000E+00
   110 2.329E-03 1.499E+01 6.127E+00 9.992E-01 9.992E-01  0.000E+00
   111 2.378E-03 1.499E+01 6.257E+00 9.994E-01 9.994E-01  0.000E+00
   112 2.427E-03 1.499E+01 6.386E+00 9.996E-01 9.996E-01  0.000E+00
   113 2.476E-03 1.500E+01 6.515E+00 9.997E-01 9.997E-01  0.000E+00
   114 2.525E-03 1.500E+01 6.645E+00 9.998E-01 9.998E-01  0.000E+00
   115 2.575E-03 1.500E+01 6.774E+00 9.999E-01 9.999E-01  0.000E+00
   116 2.624E-03 1.500E+01 6.904E+00 9.999E-01 9.999E-01  0.000E+00
   117 2.673E-03 1.500E+01 7.033E+00 9.999E-01 9.999E-01  0.000E+00
   118 2.722E-03 1.500E+01 7.162E+00 1.000E+00 1.000E+00  0.000E+00
   119 2.771E-03 1.500E+01 7.292E+00 1.000E+00 1.000E+00  0.000E+00
   120 2.820E-03 1.500E+01 7.421E+00 1.000E+00 1.000E+00  0.000E+00
   121 2.870E-03 1.500E+01 7.550E+00 1.000E+00 1.000E+00  0.000E+00
   122 2.919E-03 1.500E+01 7.680E+00 1.000E+00 1.000E+00  0.000E+00
   123 2.968E-03 1.500E+01 7.809E+00 1.000E+00 1.000E+00  0.000E+00
   124 3.017E-03 1.500E+01 7.938E+00 1.000E+00 1.000E+00  0.000E+00
   125 3.066E-03 1.500E+01 8.068E+00 1.000E+00 1.000E+00  0.000E+00
   126 3.115E-03 1.500E+01 8.197E+00 1.000E+00 1.000E+00  0.000E+00
   127 3.177E-03 1.500E+01 8.359E+00 1.000E+00 1.000E+00  0.000E+00
   128 3.214E-03 1.500E+01 8.456E+00 1.000E+00 1.000E+00  0.000E+00

  intg x         rem       cf2       h12       reh        st
  1242 1.500E-01 2.141E+02 1.030E-03 2.590E+00 2.141E+02  1.030E-03

    i  y(i)      u(i)      eta       f(eta)    g(eta)    c(eta)       
     1 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00  0.000E+00
     2 7.661E-08 8.195E-04 1.646E-04 5.464E-05 5.464E-05  0.000E+00
     3 2.097E-07 2.243E-03 4.505E-04 1.496E-04 1.496E-04  0.000E+00
     4 3.277E-07 3.506E-03 7.041E-04 2.337E-04 2.337E-04  0.000E+00
     5 4.564E-07 4.883E-03 9.805E-04 3.255E-04 3.255E-04  0.000E+00
     6 5.967E-07 6.383E-03 1.282E-03 4.255E-04 4.255E-04  0.000E+00
     7 7.495E-07 8.018E-03 1.610E-03 5.345E-04 5.345E-04  0.000E+00
     8 9.161E-07 9.801E-03 1.968E-03 6.534E-04 6.534E-04  0.000E+00
     9 1.098E-06 1.174E-02 2.358E-03 7.829E-04 7.829E-04  0.000E+00
    10 1.296E-06 1.386E-02 2.784E-03 9.241E-04 9.241E-04  0.000E+00
    11 1.512E-06 1.617E-02 3.247E-03 1.078E-03 1.078E-03  0.000E+00
    12 1.747E-06 1.869E-02 3.753E-03 1.246E-03 1.246E-03  0.000E+00
    13 2.003E-06 2.143E-02 4.303E-03 1.429E-03 1.429E-03  0.000E+00
    14 2.283E-06 2.442E-02 4.904E-03 1.628E-03 1.628E-03  0.000E+00
    15 2.587E-06 2.768E-02 5.558E-03 1.845E-03 1.845E-03  0.000E+00
    16 2.919E-06 3.123E-02 6.271E-03 2.082E-03 2.082E-03  0.000E+00
    17 3.281E-06 3.510E-02 7.049E-03 2.340E-03 2.340E-03  0.000E+00
    18 3.676E-06 3.932E-02 7.896E-03 2.621E-03 2.621E-03  0.000E+00
    19 4.106E-06 4.392E-02 8.820E-03 2.928E-03 2.928E-03  0.000E+00
    20 4.574E-06 4.893E-02 9.827E-03 3.262E-03 3.262E-03  0.000E+00
    21 5.085E-06 5.440E-02 1.092E-02 3.627E-03 3.627E-03  0.000E+00
    22 5.642E-06 6.036E-02 1.212E-02 4.024E-03 4.024E-03  0.000E+00
    23 6.249E-06 6.685E-02 1.342E-02 4.457E-03 4.457E-03  0.000E+00
    24 6.910E-06 7.393E-02 1.485E-02 4.928E-03 4.928E-03  0.000E+00
    25 7.631E-06 8.164E-02 1.639E-02 5.443E-03 5.443E-03  0.000E+00
    26 8.417E-06 9.005E-02 1.808E-02 6.003E-03 6.003E-03  0.000E+00
    27 9.274E-06 9.921E-02 1.992E-02 6.614E-03 6.614E-03  0.000E+00
    28 1.021E-05 1.092E-01 2.193E-02 7.280E-03 7.280E-03  0.000E+00
    29 1.123E-05 1.201E-01 2.412E-02 8.006E-03 8.006E-03  0.000E+00
    30 1.234E-05 1.320E-01 2.650E-02 8.797E-03 8.797E-03  0.000E+00
    31 1.354E-05 1.449E-01 2.910E-02 9.660E-03 9.660E-03  0.000E+00
    32 1.486E-05 1.590E-01 3.193E-02 1.060E-02 1.060E-02  0.000E+00
    33 1.630E-05 1.744E-01 3.502E-02 1.162E-02 1.162E-02  0.000E+00
    34 1.787E-05 1.911E-01 3.838E-02 1.274E-02 1.274E-02  0.000E+00
    35 1.957E-05 2.094E-01 4.205E-02 1.396E-02 1.396E-02  0.000E+00
    36 2.143E-05 2.293E-01 4.605E-02 1.529E-02 1.529E-02  0.000E+00
    37 2.346E-05 2.510E-01 5.040E-02 1.673E-02 1.673E-02  0.000E+00
    38 2.567E-05 2.746E-01 5.515E-02 1.831E-02 1.831E-02  0.000E+00
    39 2.808E-05 3.004E-01 6.033E-02 2.003E-02 2.003E-02  0.000E+00
    40 3.071E-05 3.285E-01 6.597E-02 2.190E-02 2.190E-02  0.000E+00
    41 3.357E-05 3.591E-01 7.212E-02 2.394E-02 2.394E-02  0.000E+00
    42 3.669E-05 3.925E-01 7.883E-02 2.617E-02 2.617E-02  0.000E+00
    43 4.009E-05 4.289E-01 8.614E-02 2.859E-02 2.859E-02  0.000E+00
    44 4.380E-05 4.686E-01 9.410E-02 3.124E-02 3.124E-02  0.000E+00
    45 4.784E-05 5.118E-01 1.028E-01 3.412E-02 3.412E-02  0.000E+00
    46 5.225E-05 5.589E-01 1.122E-01 3.726E-02 3.726E-02  0.000E+00
    47 5.705E-05 6.103E-01 1.226E-01 4.069E-02 4.069E-02  0.000E+00
    48 6.228E-05 6.663E-01 1.338E-01 4.442E-02 4.442E-02  0.000E+00
    49 6.799E-05 7.273E-01 1.461E-01 4.849E-02 4.849E-02  0.000E+00
    50 7.421E-05 7.938E-01 1.594E-01 5.292E-02 5.292E-02  0.000E+00
    51 8.098E-05 8.663E-01 1.740E-01 5.775E-02 5.775E-02  0.000E+00
    52 8.837E-05 9.453E-01 1.899E-01 6.302E-02 6.302E-02  0.000E+00
    53 9.642E-05 1.031E+00 2.072E-01 6.876E-02 6.876E-02  0.000E+00
    54 1.052E-04 1.125E+00 2.260E-01 7.502E-02 7.502E-02  0.000E+00
    55 1.148E-04 1.228E+00 2.466E-01 8.184E-02 8.184E-02  0.000E+00
    56 1.252E-04 1.339E+00 2.690E-01 8.928E-02 8.928E-02  0.000E+00
    57 1.366E-04 1.461E+00 2.934E-01 9.738E-02 9.738E-02  0.000E+00
    58 1.490E-04 1.593E+00 3.200E-01 1.062E-01 1.062E-01  0.000E+00
    59 1.625E-04 1.737E+00 3.490E-01 1.158E-01 1.158E-01  0.000E+00
    60 1.772E-04 1.895E+00 3.806E-01 1.263E-01 1.263E-01  0.000E+00
    61 1.932E-04 2.066E+00 4.151E-01 1.377E-01 1.377E-01  0.000E+00
    62 2.107E-04 2.253E+00 4.527E-01 1.502E-01 1.502E-01  0.000E+00
    63 2.298E-04 2.456E+00 4.936E-01 1.637E-01 1.637E-01  0.000E+00
    64 2.505E-04 2.677E+00 5.382E-01 1.785E-01 1.785E-01  0.000E+00
    65 2.732E-04 2.918E+00 5.869E-01 1.945E-01 1.945E-01  0.000E+00
    66 2.978E-04 3.180E+00 6.399E-01 2.120E-01 2.120E-01  0.000E+00
    67 3.247E-04 3.466E+00 6.976E-01 2.310E-01 2.310E-01  0.000E+00
    68 3.540E-04 3.776E+00 7.606E-01 2.517E-01 2.517E-01  0.000E+00
    69 3.859E-04 4.113E+00 8.291E-01 2.742E-01 2.742E-01  0.000E+00
    70 4.207E-04 4.478E+00 9.039E-01 2.985E-01 2.985E-01  0.000E+00
    71 4.586E-04 4.874E+00 9.853E-01 3.249E-01 3.249E-01  0.000E+00
    72 4.999E-04 5.302E+00 1.074E+00 3.535E-01 3.535E-01  0.000E+00
    73 5.448E-04 5.765E+00 1.170E+00 3.843E-01 3.843E-01  0.000E+00
    74 5.938E-04 6.262E+00 1.276E+00 4.175E-01 4.175E-01  0.000E+00
    75 6.470E-04 6.796E+00 1.390E+00 4.531E-01 4.531E-01  0.000E+00
    76 7.049E-04 7.366E+00 1.514E+00 4.910E-01 4.910E-01  0.000E+00
    77 7.679E-04 7.970E+00 1.650E+00 5.313E-01 5.313E-01  0.000E+00
    78 8.348E-04 8.592E+00 1.794E+00 5.728E-01 5.728E-01  0.000E+00
    79 9.030E-04 9.202E+00 1.940E+00 6.135E-01 6.135E-01  0.000E+00
    80 9.708E-04 9.783E+00 2.086E+00 6.522E-01 6.522E-01  0.000E+00
    81 1.038E-03 1.033E+01 2.231E+00 6.888E-01 6.888E-01  0.000E+00
    82 1.106E-03 1.085E+01 2.375E+00 7.231E-01 7.231E-01  0.000E+00
    83 1.172E-03 1.133E+01 2.519E+00 7.552E-01 7.552E-01  0.000E+00
    84 1.239E-03 1.177E+01 2.661E+00 7.848E-01 7.848E-01  0.000E+00
    85 1.305E-03 1.218E+01 2.803E+00 8.119E-01 8.119E-01  0.000E+00
    86 1.370E-03 1.255E+01 2.944E+00 8.367E-01 8.367E-01  0.000E+00
    87 1.435E-03 1.289E+01 3.084E+00 8.590E-01 8.590E-01  0.000E+00
    88 1.500E-03 1.319E+01 3.222E+00 8.791E-01 8.791E-01  0.000E+00
    89 1.564E-03 1.345E+01 3.360E+00 8.969E-01 8.969E-01  0.000E+00
    90 1.628E-03 1.369E+01 3.497E+00 9.127E-01 9.127E-01  0.000E+00
    91 1.691E-03 1.390E+01 3.634E+00 9.265E-01 9.265E-01  0.000E+00
    92 1.754E-03 1.408E+01 3.769E+00 9.385E-01 9.385E-01  0.000E+00
    93 1.817E-03 1.423E+01 3.903E+00 9.489E-01 9.489E-01  0.000E+00
    94 1.879E-03 1.437E+01 4.037E+00 9.578E-01 9.578E-01  0.000E+00
    95 1.941E-03 1.448E+01 4.170E+00 9.654E-01 9.654E-01  0.000E+00
    96 2.003E-03 1.458E+01 4.303E+00 9.718E-01 9.718E-01  0.000E+00
    97 2.064E-03 1.466E+01 4.435E+00 9.771E-01 9.771E-01  0.000E+00
    98 2.126E-03 1.472E+01 4.566E+00 9.816E-01 9.816E-01  0.000E+00
    99 2.187E-03 1.478E+01 4.698E+00 9.853E-01 9.853E-01  0.000E+00
   100 2.248E-03 1.483E+01 4.828E+00 9.884E-01 9.884E-01  0.000E+00
   101 2.308E-03 1.486E+01 4.959E+00 9.908E-01 9.908E-01  0.000E+00
   102 2.369E-03 1.489E+01 5.089E+00 9.928E-01 9.928E-01  0.000E+00
   103 2.429E-03 1.492E+01 5.219E+00 9.944E-01 9.944E-01  0.000E+00
   104 2.490E-03 1.494E+01 5.349E+00 9.957E-01 9.957E-01  0.000E+00
   105 2.550E-03 1.495E+01 5.479E+00 9.967E-01 9.967E-01  0.000E+00
   106 2.611E-03 1.496E+01 5.609E+00 9.975E-01 9.975E-01  0.000E+00
   107 2.671E-03 1.497E+01 5.738E+00 9.981E-01 9.981E-01  0.000E+00
   108 2.731E-03 1.498E+01 5.868E+00 9.986E-01 9.986E-01  0.000E+00
   109 2.792E-03 1.498E+01 5.997E+00 9.990E-01 9.990E-01  0.000E+00
   110 2.852E-03 1.499E+01 6.127E+00 9.992E-01 9.992E-01  0.000E+00
   111 2.912E-03 1.499E+01 6.256E+00 9.994E-01 9.994E-01  0.000E+00
   112 2.972E-03 1.499E+01 6.386E+00 9.996E-01 9.996E-01  0.000E+00
   113 3.033E-03 1.500E+01 6.515E+00 9.997E-01 9.997E-01  0.000E+00
   114 3.093E-03 1.500E+01 6.644E+00 9.998E-01 9.998E-01  0.000E+00
   115 3.153E-03 1.500E+01 6.774E+00 9.999E-01 9.999E-01  0.000E+00
   116 3.213E-03 1.500E+01 6.903E+00 9.999E-01 9.999E-01  0.000E+00
   117 3.273E-03 1.500E+01 7.032E+00 9.999E-01 9.999E-01  0.000E+00
   118 3.334E-03 1.500E+01 7.162E+00 1.000E+00 1.000E+00  0.000E+00
   119 3.394E-03 1.500E+01 7.291E+00 1.000E+00 1.000E+00  0.000E+00
   120 3.454E-03 1.500E+01 7.420E+00 1.000E+00 1.000E+00  0.000E+00
   121 3.514E-03 1.500E+01 7.550E+00 1.000E+00 1.000E+00  0.000E+00
   122 3.574E-03 1.500E+01 7.679E+00 1.000E+00 1.000E+00  0.000E+00
   123 3.635E-03 1.500E+01 7.808E+00 1.000E+00 1.000E+00  0.000E+00
   124 3.695E-03 1.500E+01 7.938E+00 1.000E+00 1.000E+00  0.000E+00
   125 3.755E-03 1.500E+01 8.067E+00 1.000E+00 1.000E+00  0.000E+00
   126 3.815E-03 1.500E+01 8.196E+00 1.000E+00 1.000E+00  0.000E+00
   127 3.890E-03 1.500E+01 8.358E+00 1.000E+00 1.000E+00  0.000E+00
   128 3.936E-03 1.500E+01 8.455E+00 1.000E+00 1.000E+00  0.000E+00

  intg x         rem       cf2       h12       reh        st
  1445 2.000E-01 2.472E+02 8.922E-04 2.590E+00 2.472E+02  8.922E-04

    i  y(i)      u(i)      eta       f(eta)    g(eta)    c(eta)       
     1 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00  0.000E+00
     2 8.846E-08 8.195E-04 1.646E-04 5.464E-05 5.464E-05  0.000E+00
     3 2.421E-07 2.243E-03 4.505E-04 1.496E-04 1.496E-04  0.000E+00
     4 3.784E-07 3.506E-03 7.041E-04 2.337E-04 2.337E-04  0.000E+00
     5 5.270E-07 4.883E-03 9.805E-04 3.255E-04 3.255E-04  0.000E+00
     6 6.889E-07 6.383E-03 1.282E-03 4.255E-04 4.255E-04  0.000E+00
     7 8.654E-07 8.018E-03 1.610E-03 5.345E-04 5.345E-04  0.000E+00
     8 1.058E-06 9.801E-03 1.968E-03 6.534E-04 6.534E-04  0.000E+00
     9 1.268E-06 1.174E-02 2.358E-03 7.829E-04 7.829E-04  0.000E+00
    10 1.496E-06 1.386E-02 2.784E-03 9.241E-04 9.241E-04  0.000E+00
    11 1.745E-06 1.617E-02 3.247E-03 1.078E-03 1.078E-03  0.000E+00
    12 2.017E-06 1.869E-02 3.752E-03 1.246E-03 1.246E-03  0.000E+00
    13 2.313E-06 2.143E-02 4.303E-03 1.429E-03 1.429E-03  0.000E+00
    14 2.636E-06 2.442E-02 4.904E-03 1.628E-03 1.628E-03  0.000E+00
    15 2.987E-06 2.768E-02 5.558E-03 1.845E-03 1.845E-03  0.000E+00
    16 3.371E-06 3.123E-02 6.271E-03 2.082E-03 2.082E-03  0.000E+00
