  ====================================================
  TEXSTAN(academic)
  s10.dat, lam, Blasius, Ts(x)                                            
  stepsize: constant, dx=  .100
  entrainment based only on mom + energy eqns;   enfra= 1.00E-06  fra=  .010
  dpdx: not-a-knot spline curve fit
  energy eqn: solved, no source terms
  properties: constant
     po= 1.01325E+05  den= 9.95710E+02  vis= 7.97000E-04  sp_ht= 4.18000E+03
     prc(je)=    5.000
  initial profiles: kstart=  4  dyi= 5.000E-05  rate=  .0900
  laminar flow at xstart, transition not possible
  axx= 0.0000E+00  bxx= 0.0000E+00  cxx= 0.0000E+00  dxx= 0.0000E+00
  exx= 0.0000E+00  fxx= 0.0000E+00  gxx= 0.0000E+00
  Stanton number and htc based on (ts-tinf)
  ====================================================

  intg x         rem       cf2       h12       reh        st
     0 1.041E-03 9.277E+01 2.377E-03 2.590E+00 3.151E+01  4.144E-03

    i  y(i)      u(i)      eta       f(eta)    g(eta)    c(eta)       
   121 3.899E-04 1.500E+01 7.548E+00 1.000E+00 1.000E+00  0.000E+00
   122 3.966E-04 1.500E+01 7.677E+00 1.000E+00 1.000E+00  0.000E+00
   123 4.032E-04 1.500E+01 7.806E+00 1.000E+00 1.000E+00  0.000E+00
   124 4.099E-04 1.500E+01 7.936E+00 1.000E+00 1.000E+00  0.000E+00
   125 4.166E-04 1.500E+01 8.065E+00 1.000E+00 1.000E+00  0.000E+00
   126 4.233E-04 1.500E+01 8.194E+00 1.000E+00 1.000E+00  0.000E+00
   127 4.316E-04 1.500E+01 8.356E+00 1.000E+00 1.000E+00  0.000E+00
   128 4.366E-04 1.500E+01 8.453E+00 1.000E+00 1.000E+00  0.000E+00

  intg x         rem       cf2       h12       reh        st
  5043 1.000E-01 9.093E+02 2.426E-04 2.590E+00 3.155E+02  8.429E-05

    i  y(i)      u(i)      eta       f(eta)    g(eta)    c(eta)       
     1 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00  0.000E+00
     2 1.202E-08 8.195E-04 1.645E-04 5.464E-05 9.492E-05  0.000E+00
     3 3.290E-08 2.243E-03 4.504E-04 1.496E-04 2.598E-04  0.000E+00
     4 5.142E-08 3.506E-03 7.039E-04 2.337E-04 4.061E-04  0.000E+00
     5 7.161E-08 4.883E-03 9.803E-04 3.255E-04 5.655E-04  0.000E+00
     6 9.361E-08 6.383E-03 1.281E-03 4.255E-04 7.393E-04  0.000E+00
     7 1.176E-07 8.018E-03 1.610E-03 5.345E-04 9.287E-04  0.000E+00
     8 1.437E-07 9.801E-03 1.968E-03 6.534E-04 1.135E-03  0.000E+00
     9 1.722E-07 1.174E-02 2.358E-03 7.829E-04 1.360E-03  0.000E+00
    10 2.033E-07 1.386E-02 2.783E-03 9.241E-04 1.606E-03  0.000E+00
    11 2.371E-07 1.617E-02 3.246E-03 1.078E-03 1.873E-03  0.000E+00
    12 2.741E-07 1.869E-02 3.752E-03 1.246E-03 2.164E-03  0.000E+00
    13 3.143E-07 2.143E-02 4.302E-03 1.429E-03 2.482E-03  0.000E+00
    14 3.581E-07 2.442E-02 4.902E-03 1.628E-03 2.828E-03  0.000E+00
    15 4.059E-07 2.768E-02 5.557E-03 1.845E-03 3.206E-03  0.000E+00
    16 4.580E-07 3.123E-02 6.270E-03 2.082E-03 3.617E-03  0.000E+00
    17 5.148E-07 3.510E-02 7.047E-03 2.340E-03 4.065E-03  0.000E+00
    18 5.767E-07 3.932E-02 7.894E-03 2.621E-03 4.554E-03  0.000E+00
    19 6.441E-07 4.392E-02 8.818E-03 2.928E-03 5.087E-03  0.000E+00
    20 7.177E-07 4.893E-02 9.824E-03 3.262E-03 5.668E-03  0.000E+00
    21 7.978E-07 5.440E-02 1.092E-02 3.627E-03 6.301E-03  0.000E+00
    22 8.852E-07 6.035E-02 1.212E-02 4.024E-03 6.991E-03  0.000E+00
    23 9.804E-07 6.685E-02 1.342E-02 4.457E-03 7.743E-03  0.000E+00
    24 1.084E-06 7.392E-02 1.484E-02 4.928E-03 8.562E-03  0.000E+00
    25 1.197E-06 8.164E-02 1.639E-02 5.443E-03 9.456E-03  0.000E+00
    26 1.321E-06 9.005E-02 1.808E-02 6.003E-03 1.043E-02  0.000E+00
    27 1.455E-06 9.921E-02 1.992E-02 6.614E-03 1.149E-02  0.000E+00
    28 1.602E-06 1.092E-01 2.192E-02 7.280E-03 1.265E-02  0.000E+00
    29 1.761E-06 1.201E-01 2.411E-02 8.006E-03 1.391E-02  0.000E+00
    30 1.935E-06 1.320E-01 2.649E-02 8.797E-03 1.528E-02  0.000E+00
    31 2.125E-06 1.449E-01 2.909E-02 9.660E-03 1.678E-02  0.000E+00
    32 2.332E-06 1.590E-01 3.192E-02 1.060E-02 1.842E-02  0.000E+00
    33 2.557E-06 1.744E-01 3.501E-02 1.162E-02 2.020E-02  0.000E+00
    34 2.803E-06 1.911E-01 3.837E-02 1.274E-02 2.214E-02  0.000E+00
    35 3.071E-06 2.094E-01 4.204E-02 1.396E-02 2.425E-02  0.000E+00
    36 3.363E-06 2.293E-01 4.603E-02 1.529E-02 2.656E-02  0.000E+00
    37 3.681E-06 2.510E-01 5.039E-02 1.673E-02 2.907E-02  0.000E+00
    38 4.028E-06 2.746E-01 5.514E-02 1.831E-02 3.181E-02  0.000E+00
    39 4.406E-06 3.004E-01 6.031E-02 2.003E-02 3.480E-02  0.000E+00
    40 4.818E-06 3.285E-01 6.596E-02 2.190E-02 3.805E-02  0.000E+00
    41 5.267E-06 3.591E-01 7.211E-02 2.394E-02 4.160E-02  0.000E+00
    42 5.757E-06 3.925E-01 7.881E-02 2.617E-02 4.546E-02  0.000E+00
    43 6.291E-06 4.289E-01 8.611E-02 2.859E-02 4.968E-02  0.000E+00
    44 6.872E-06 4.686E-01 9.408E-02 3.124E-02 5.427E-02  0.000E+00
    45 7.506E-06 5.118E-01 1.028E-01 3.412E-02 5.928E-02  0.000E+00
    46 8.197E-06 5.589E-01 1.122E-01 3.726E-02 6.474E-02  0.000E+00
    47 8.951E-06 6.103E-01 1.225E-01 4.069E-02 7.068E-02  0.000E+00
    48 9.772E-06 6.663E-01 1.338E-01 4.442E-02 7.717E-02  0.000E+00
    49 1.067E-05 7.273E-01 1.460E-01 4.849E-02 8.423E-02  0.000E+00
    50 1.164E-05 7.938E-01 1.594E-01 5.292E-02 9.193E-02  0.000E+00
    51 1.271E-05 8.663E-01 1.739E-01 5.775E-02 1.003E-01  0.000E+00
    52 1.386E-05 9.453E-01 1.898E-01 6.302E-02 1.095E-01  0.000E+00
    53 1.513E-05 1.031E+00 2.071E-01 6.876E-02 1.194E-01  0.000E+00
    54 1.651E-05 1.125E+00 2.259E-01 7.502E-02 1.303E-01  0.000E+00
    55 1.801E-05 1.228E+00 2.465E-01 8.184E-02 1.421E-01  0.000E+00
    56 1.964E-05 1.339E+00 2.689E-01 8.928E-02 1.550E-01  0.000E+00
    57 2.143E-05 1.461E+00 2.933E-01 9.738E-02 1.691E-01  0.000E+00
    58 2.337E-05 1.593E+00 3.199E-01 1.062E-01 1.844E-01  0.000E+00
    59 2.549E-05 1.737E+00 3.489E-01 1.158E-01 2.010E-01  0.000E+00
    60 2.780E-05 1.895E+00 3.805E-01 1.263E-01 2.191E-01  0.000E+00
    61 3.031E-05 2.066E+00 4.150E-01 1.377E-01 2.388E-01  0.000E+00
    62 3.306E-05 2.253E+00 4.525E-01 1.502E-01 2.602E-01  0.000E+00
    63 3.605E-05 2.456E+00 4.935E-01 1.637E-01 2.835E-01  0.000E+00
    64 3.931E-05 2.677E+00 5.381E-01 1.785E-01 3.088E-01  0.000E+00
    65 4.286E-05 2.918E+00 5.867E-01 1.945E-01 3.361E-01  0.000E+00
    66 4.673E-05 3.180E+00 6.397E-01 2.120E-01 3.657E-01  0.000E+00
    67 5.095E-05 3.466E+00 6.974E-01 2.310E-01 3.977E-01  0.000E+00
    68 5.554E-05 3.776E+00 7.604E-01 2.517E-01 4.321E-01  0.000E+00
    69 6.055E-05 4.113E+00 8.289E-01 2.742E-01 4.690E-01  0.000E+00
    70 6.601E-05 4.478E+00 9.036E-01 2.985E-01 5.084E-01  0.000E+00
    71 7.195E-05 4.874E+00 9.850E-01 3.249E-01 5.502E-01  0.000E+00
    72 7.843E-05 5.302E+00 1.074E+00 3.535E-01 5.941E-01  0.000E+00
    73 8.548E-05 5.765E+00 1.170E+00 3.843E-01 6.399E-01  0.000E+00
    74 9.316E-05 6.262E+00 1.275E+00 4.175E-01 6.870E-01  0.000E+00
    75 1.015E-04 6.796E+00 1.390E+00 4.531E-01 7.346E-01  0.000E+00
    76 1.106E-04 7.366E+00 1.514E+00 4.910E-01 7.817E-01  0.000E+00
    77 1.205E-04 7.970E+00 1.649E+00 5.313E-01 8.269E-01  0.000E+00
    78 1.310E-04 8.592E+00 1.793E+00 5.728E-01 8.680E-01  0.000E+00
    79 1.417E-04 9.202E+00 1.939E+00 6.135E-01 9.026E-01  0.000E+00
    80 1.523E-04 9.783E+00 2.085E+00 6.522E-01 9.302E-01  0.000E+00
    81 1.629E-04 1.033E+01 2.230E+00 6.888E-01 9.514E-01  0.000E+00
    82 1.735E-04 1.085E+01 2.374E+00 7.231E-01 9.672E-01  0.000E+00
    83 1.839E-04 1.133E+01 2.518E+00 7.552E-01 9.786E-01  0.000E+00
    84 1.944E-04 1.177E+01 2.661E+00 7.848E-01 9.865E-01  0.000E+00
    85 2.047E-04 1.218E+01 2.802E+00 8.119E-01 9.917E-01  0.000E+00
    86 2.150E-04 1.255E+01 2.943E+00 8.367E-01 9.951E-01  0.000E+00
    87 2.252E-04 1.289E+01 3.083E+00 8.590E-01 9.972E-01  0.000E+00
    88 2.353E-04 1.319E+01 3.222E+00 8.791E-01 9.985E-01  0.000E+00
    89 2.454E-04 1.345E+01 3.360E+00 8.969E-01 9.992E-01  0.000E+00
    90 2.554E-04 1.369E+01 3.497E+00 9.127E-01 9.996E-01  0.000E+00
    91 2.654E-04 1.390E+01 3.633E+00 9.265E-01 9.998E-01  0.000E+00
    92 2.752E-04 1.408E+01 3.768E+00 9.385E-01 9.999E-01  0.000E+00
    93 2.851E-04 1.423E+01 3.902E+00 9.489E-01 1.000E+00  0.000E+00
    94 2.948E-04 1.437E+01 4.036E+00 9.578E-01 1.000E+00  0.000E+00
    95 3.046E-04 1.448E+01 4.169E+00 9.654E-01 1.000E+00  0.000E+00
    96 3.142E-04 1.458E+01 4.302E+00 9.718E-01 1.000E+00  0.000E+00
    97 3.239E-04 1.466E+01 4.434E+00 9.771E-01 1.000E+00  0.000E+00
    98 3.335E-04 1.472E+01 4.565E+00 9.816E-01 1.000E+00  0.000E+00
    99 3.431E-04 1.478E+01 4.696E+00 9.853E-01 1.000E+00  0.000E+00
   100 3.526E-04 1.483E+01 4.827E+00 9.884E-01 1.000E+00  0.000E+00
   101 3.622E-04 1.486E+01 4.958E+00 9.908E-01 1.000E+00  0.000E+00
   102 3.717E-04 1.489E+01 5.088E+00 9.928E-01 1.000E+00  0.000E+00
   103 3.812E-04 1.492E+01 5.218E+00 9.944E-01 1.000E+00  0.000E+00
   104 3.907E-04 1.494E+01 5.348E+00 9.957E-01 1.000E+00  0.000E+00
   105 4.001E-04 1.495E+01 5.478E+00 9.967E-01 1.000E+00  0.000E+00
   106 4.096E-04 1.496E+01 5.607E+00 9.975E-01 1.000E+00  0.000E+00
   107 4.191E-04 1.497E+01 5.737E+00 9.981E-01 1.000E+00  0.000E+00
   108 4.285E-04 1.498E+01 5.866E+00 9.986E-01 1.000E+00  0.000E+00
   109 4.380E-04 1.498E+01 5.996E+00 9.990E-01 1.000E+00  0.000E+00
   110 4.474E-04 1.499E+01 6.125E+00 9.992E-01 1.000E+00  0.000E+00
   111 4.569E-04 1.499E+01 6.255E+00 9.994E-01 1.000E+00  0.000E+00
   112 4.663E-04 1.499E+01 6.384E+00 9.996E-01 1.000E+00  0.000E+00
   113 4.758E-04 1.500E+01 6.513E+00 9.997E-01 1.000E+00  0.000E+00
   114 4.852E-04 1.500E+01 6.643E+00 9.998E-01 1.000E+00  0.000E+00
   115 4.947E-04 1.500E+01 6.772E+00 9.999E-01 1.000E+00  0.000E+00
   116 5.041E-04 1.500E+01 6.901E+00 9.999E-01 1.000E+00  0.000E+00
   117 5.136E-04 1.500E+01 7.030E+00 9.999E-01 1.000E+00  0.000E+00
   118 5.230E-04 1.500E+01 7.160E+00 1.000E+00 1.000E+00  0.000E+00
   119 5.325E-04 1.500E+01 7.289E+00 1.000E+00 1.000E+00  0.000E+00
   120 5.419E-04 1.500E+01 7.418E+00 1.000E+00 1.000E+00  0.000E+00
   121 5.514E-04 1.500E+01 7.548E+00 1.000E+00 1.000E+00  0.000E+00
   122 5.608E-04 1.500E+01 7.677E+00 1.000E+00 1.000E+00  0.000E+00
   123 5.702E-04 1.500E+01 7.806E+00 1.000E+00 1.000E+00  0.000E+00
   124 5.797E-04 1.500E+01 7.936E+00 1.000E+00 1.000E+00  0.000E+00
   125 5.891E-04 1.500E+01 8.065E+00 1.000E+00 1.000E+00  0.000E+00
   126 5.986E-04 1.500E+01 8.194E+00 1.000E+00 1.000E+00  0.000E+00
   127 6.104E-04 1.500E+01 8.356E+00 1.000E+00 1.000E+00  0.000E+00
   128 6.175E-04 1.500E+01 8.453E+00 1.000E+00 1.000E+00  0.000E+00

  intg x         rem       cf2       h12       reh        st
  6296 1.500E-01 1.114E+03 1.981E-04 2.590E+00 3.865E+02  6.881E-05

    i  y(i)      u(i)      eta       f(eta)    g(eta)    c(eta)       
     1 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00  0.000E+00
     2 1.472E-08 8.195E-04 1.645E-04 5.464E-05 9.491E-05  0.000E+00
     3 4.029E-08 2.243E-03 4.504E-04 1.496E-04 2.598E-04  0.000E+00
     4 6.298E-08 3.506E-03 7.039E-04 2.337E-04 4.060E-04  0.000E+00
     5 8.770E-08 4.883E-03 9.802E-04 3.255E-04 5.655E-04  0.000E+00
     6 1.146E-07 6.383E-03 1.281E-03 4.255E-04 7.392E-04  0.000E+00
     7 1.440E-07 8.018E-03 1.610E-03 5.345E-04 9.286E-04  0.000E+00
     8 1.760E-07 9.801E-03 1.968E-03 6.534E-04 1.135E-03  0.000E+00
     9 2.109E-07 1.174E-02 2.358E-03 7.829E-04 1.360E-03  0.000E+00
    10 2.490E-07 1.386E-02 2.783E-03 9.241E-04 1.605E-03  0.000E+00
    11 2.904E-07 1.617E-02 3.246E-03 1.078E-03 1.873E-03  0.000E+00
    12 3.356E-07 1.869E-02 3.752E-03 1.246E-03 2.164E-03  0.000E+00
    13 3.849E-07 2.143E-02 4.302E-03 1.429E-03 2.482E-03  0.000E+00
    14 4.386E-07 2.442E-02 4.902E-03 1.628E-03 2.828E-03  0.000E+00
    15 4.971E-07 2.768E-02 5.557E-03 1.845E-03 3.205E-03  0.000E+00
    16 5.609E-07 3.123E-02 6.270E-03 2.082E-03 3.617E-03  0.000E+00
    17 6.305E-07 3.510E-02 7.047E-03 2.340E-03 4.065E-03  0.000E+00
    18 7.063E-07 3.932E-02 7.894E-03 2.621E-03 4.554E-03  0.000E+00
    19 7.889E-07 4.392E-02 8.818E-03 2.928E-03 5.086E-03  0.000E+00
    20 8.789E-07 4.893E-02 9.824E-03 3.262E-03 5.667E-03  0.000E+00
    21 9.771E-07 5.440E-02 1.092E-02 3.627E-03 6.300E-03  0.000E+00
    22 1.084E-06 6.035E-02 1.212E-02 4.024E-03 6.990E-03  0.000E+00
    23 1.201E-06 6.685E-02 1.342E-02 4.457E-03 7.742E-03  0.000E+00
    24 1.328E-06 7.392E-02 1.484E-02 4.928E-03 8.561E-03  0.000E+00
    25 1.466E-06 8.164E-02 1.639E-02 5.443E-03 9.455E-03  0.000E+00
    26 1.617E-06 9.005E-02 1.808E-02 6.003E-03 1.043E-02  0.000E+00
    27 1.782E-06 9.921E-02 1.992E-02 6.614E-03 1.149E-02  0.000E+00
    28 1.961E-06 1.092E-01 2.192E-02 7.280E-03 1.265E-02  0.000E+00
    29 2.157E-06 1.201E-01 2.411E-02 8.006E-03 1.391E-02  0.000E+00
    30 2.370E-06 1.320E-01 2.649E-02 8.797E-03 1.528E-02  0.000E+00
    31 2.603E-06 1.449E-01 2.909E-02 9.660E-03 1.678E-02  0.000E+00
    32 2.856E-06 1.590E-01 3.192E-02 1.060E-02 1.841E-02  0.000E+00
    33 3.132E-06 1.744E-01 3.501E-02 1.162E-02 2.019E-02  0.000E+00
    34 3.433E-06 1.911E-01 3.837E-02 1.274E-02 2.213E-02  0.000E+00
    35 3.761E-06 2.094E-01 4.204E-02 1.396E-02 2.425E-02  0.000E+00
    36 4.119E-06 2.293E-01 4.603E-02 1.529E-02 2.655E-02  0.000E+00
    37 4.508E-06 2.510E-01 5.039E-02 1.673E-02 2.907E-02  0.000E+00
    38 4.933E-06 2.746E-01 5.514E-02 1.831E-02 3.181E-02  0.000E+00
    39 5.396E-06 3.004E-01 6.031E-02 2.003E-02 3.479E-02  0.000E+00
    40 5.901E-06 3.285E-01 6.596E-02 2.190E-02 3.805E-02  0.000E+00
    41 6.451E-06 3.591E-01 7.210E-02 2.394E-02 4.159E-02  0.000E+00
    42 7.051E-06 3.925E-01 7.881E-02 2.617E-02 4.546E-02  0.000E+00
    43 7.704E-06 4.289E-01 8.611E-02 2.859E-02 4.967E-02  0.000E+00
    44 8.417E-06 4.686E-01 9.408E-02 3.124E-02 5.427E-02  0.000E+00
    45 9.193E-06 5.118E-01 1.028E-01 3.412E-02 5.927E-02  0.000E+00
    46 1.004E-05 5.589E-01 1.122E-01 3.726E-02 6.473E-02  0.000E+00
    47 1.096E-05 6.103E-01 1.225E-01 4.069E-02 7.068E-02  0.000E+00
    48 1.197E-05 6.663E-01 1.338E-01 4.442E-02 7.716E-02  0.000E+00
    49 1.306E-05 7.273E-01 1.460E-01 4.849E-02 8.422E-02  0.000E+00
    50 1.426E-05 7.938E-01 1.594E-01 5.292E-02 9.192E-02  0.000E+00
    51 1.556E-05 8.663E-01 1.739E-01 5.775E-02 1.003E-01  0.000E+00
    52 1.698E-05 9.453E-01 1.898E-01 6.302E-02 1.095E-01  0.000E+00
    53 1.853E-05 1.031E+00 2.071E-01 6.876E-02 1.194E-01  0.000E+00
    54 2.021E-05 1.125E+00 2.259E-01 7.502E-02 1.303E-01  0.000E+00
    55 2.205E-05 1.228E+00 2.465E-01 8.184E-02 1.421E-01  0.000E+00
    56 2.406E-05 1.339E+00 2.689E-01 8.928E-02 1.550E-01  0.000E+00
    57 2.624E-05 1.461E+00 2.933E-01 9.738E-02 1.690E-01  0.000E+00
    58 2.862E-05 1.593E+00 3.199E-01 1.062E-01 1.843E-01  0.000E+00
    59 3.122E-05 1.737E+00 3.489E-01 1.158E-01 2.010E-01  0.000E+00
    60 3.404E-05 1.895E+00 3.805E-01 1.263E-01 2.191E-01  0.000E+00
    61 3.713E-05 2.066E+00 4.150E-01 1.377E-01 2.388E-01  0.000E+00
    62 4.049E-05 2.253E+00 4.525E-01 1.502E-01 2.602E-01  0.000E+00
    63 4.415E-05 2.456E+00 4.935E-01 1.637E-01 2.835E-01  0.000E+00
    64 4.814E-05 2.677E+00 5.381E-01 1.785E-01 3.087E-01  0.000E+00
    65 5.249E-05 2.918E+00 5.867E-01 1.945E-01 3.361E-01  0.000E+00
    66 5.723E-05 3.180E+00 6.397E-01 2.120E-01 3.657E-01  0.000E+00
    67 6.240E-05 3.466E+00 6.974E-01 2.310E-01 3.976E-01  0.000E+00
    68 6.803E-05 3.776E+00 7.603E-01 2.517E-01 4.320E-01  0.000E+00
    69 7.416E-05 4.113E+00 8.289E-01 2.742E-01 4.689E-01  0.000E+00
    70 8.084E-05 4.478E+00 9.036E-01 2.985E-01 5.083E-01  0.000E+00
    71 8.812E-05 4.874E+00 9.850E-01 3.249E-01 5.501E-01  0.000E+00
    72 9.605E-05 5.302E+00 1.074E+00 3.535E-01 5.941E-01  0.000E+00
    73 1.047E-04 5.765E+00 1.170E+00 3.843E-01 6.399E-01  0.000E+00
    74 1.141E-04 6.262E+00 1.275E+00 4.175E-01 6.870E-01  0.000E+00
    75 1.243E-04 6.796E+00 1.390E+00 4.531E-01 7.345E-01  0.000E+00
    76 1.355E-04 7.366E+00 1.514E+00 4.910E-01 7.816E-01  0.000E+00
    77 1.476E-04 7.970E+00 1.649E+00 5.313E-01 8.268E-01  0.000E+00
    78 1.604E-04 8.592E+00 1.793E+00 5.728E-01 8.680E-01  0.000E+00
    79 1.735E-04 9.202E+00 1.939E+00 6.135E-01 9.026E-01  0.000E+00
    80 1.865E-04 9.783E+00 2.085E+00 6.522E-01 9.301E-01  0.000E+00
    81 1.995E-04 1.033E+01 2.230E+00 6.888E-01 9.514E-01  0.000E+00
    82 2.124E-04 1.085E+01 2.374E+00 7.231E-01 9.672E-01  0.000E+00
    83 2.253E-04 1.133E+01 2.518E+00 7.552E-01 9.786E-01  0.000E+00
    84 2.380E-04 1.177E+01 2.661E+00 7.848E-01 9.864E-01  0.000E+00
    85 2.507E-04 1.218E+01 2.802E+00 8.119E-01 9.917E-01  0.000E+00
    86 2.633E-04 1.255E+01 2.943E+00 8.367E-01 9.951E-01  0.000E+00
    87 2.758E-04 1.289E+01 3.083E+00 8.590E-01 9.972E-01  0.000E+00
    88 2.882E-04 1.319E+01 3.222E+00 8.791E-01 9.985E-01  0.000E+00
    89 3.006E-04 1.345E+01 3.359E+00 8.969E-01 9.992E-01  0.000E+00
    90 3.128E-04 1.369E+01 3.496E+00 9.127E-01 9.996E-01  0.000E+00
    91 3.250E-04 1.390E+01 3.633E+00 9.265E-01 9.998E-01  0.000E+00
    92 3.371E-04 1.408E+01 3.768E+00 9.385E-01 9.999E-01  0.000E+00
    93 3.491E-04 1.423E+01 3.902E+00 9.489E-01 1.000E+00  0.000E+00
    94 3.611E-04 1.437E+01 4.036E+00 9.578E-01 1.000E+00  0.000E+00
    95 3.730E-04 1.448E+01 4.169E+00 9.654E-01 1.000E+00  0.000E+00
    96 3.849E-04 1.458E+01 4.302E+00 9.718E-01 1.000E+00  0.000E+00
    97 3.967E-04 1.466E+01 4.434E+00 9.771E-01 1.000E+00  0.000E+00
    98 4.084E-04 1.472E+01 4.565E+00 9.816E-01 1.000E+00  0.000E+00
    99 4.202E-04 1.478E+01 4.696E+00 9.853E-01 1.000E+00  0.000E+00
   100 4.319E-04 1.483E+01 4.827E+00 9.884E-01 1.000E+00  0.000E+00
   101 4.435E-04 1.486E+01 4.958E+00 9.908E-01 1.000E+00  0.000E+00
   102 4.552E-04 1.489E+01 5.088E+00 9.928E-01 1.000E+00  0.000E+00
   103 4.668E-04 1.492E+01 5.218E+00 9.944E-01 1.000E+00  0.000E+00
   104 4.785E-04 1.494E+01 5.348E+00 9.957E-01 1.000E+00  0.000E+00
   105 4.901E-04 1.495E+01 5.478E+00 9.967E-01 1.000E+00  0.000E+00
   106 5.017E-04 1.496E+01 5.607E+00 9.975E-01 1.000E+00  0.000E+00
   107 5.133E-04 1.497E+01 5.737E+00 9.981E-01 1.000E+00  0.000E+00
   108 5.248E-04 1.498E+01 5.866E+00 9.986E-01 1.000E+00  0.000E+00
   109 5.364E-04 1.498E+01 5.996E+00 9.990E-01 1.000E+00  0.000E+00
   110 5.480E-04 1.499E+01 6.125E+00 9.992E-01 1.000E+00  0.000E+00
   111 5.596E-04 1.499E+01 6.254E+00 9.994E-01 1.000E+00  0.000E+00
   112 5.711E-04 1.499E+01 6.384E+00 9.996E-01 1.000E+00  0.000E+00
   113 5.827E-04 1.500E+01 6.513E+00 9.997E-01 1.000E+00  0.000E+00
   114 5.943E-04 1.500E+01 6.642E+00 9.998E-01 1.000E+00  0.000E+00
   115 6.059E-04 1.500E+01 6.772E+00 9.999E-01 1.000E+00  0.000E+00
   116 6.174E-04 1.500E+01 6.901E+00 9.999E-01 1.000E+00  0.000E+00
   117 6.290E-04 1.500E+01 7.030E+00 9.999E-01 1.000E+00  0.000E+00
   118 6.406E-04 1.500E+01 7.160E+00 1.000E+00 1.000E+00  0.000E+00
   119 6.521E-04 1.500E+01 7.289E+00 1.000E+00 1.000E+00  0.000E+00
   120 6.637E-04 1.500E+01 7.418E+00 1.000E+00 1.000E+00  0.000E+00
   121 6.753E-04 1.500E+01 7.548E+00 1.000E+00 1.000E+00  0.000E+00
   122 6.868E-04 1.500E+01 7.677E+00 1.000E+00 1.000E+00  0.000E+00
   123 6.984E-04 1.500E+01 7.806E+00 1.000E+00 1.000E+00  0.000E+00
   124 7.100E-04 1.500E+01 7.935E+00 1.000E+00 1.000E+00  0.000E+00
   125 7.215E-04 1.500E+01 8.065E+00 1.000E+00 1.000E+00  0.000E+00
   126 7.331E-04 1.500E+01 8.194E+00 1.000E+00 1.000E+00  0.000E+00
   127 7.476E-04 1.500E+01 8.356E+00 1.000E+00 1.000E+00  0.000E+00
   128 7.562E-04 1.500E+01 8.453E+00 1.000E+00 1.000E+00  0.000E+00

  intg x         rem       cf2       h12       reh        st
  7352 2.000E-01 1.286E+03 1.715E-04 2.590E+00 4.464E+02  5.959E-05

    i  y(i)      u(i)      eta       f(eta)    g(eta)    c(eta)       
     1 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00  0.000E+00
     2 1.700E-08 8.195E-04 1.645E-04 5.464E-05 9.491E-05  0.000E+00
     3 4.653E-08 2.243E-03 4.504E-04 1.496E-04 2.598E-04  0.000E+00
     4 7.272E-08 3.506E-03 7.039E-04 2.337E-04 4.060E-04  0.000E+00
     5 1.013E-07 4.883E-03 9.802E-04 3.255E-04 5.654E-04  0.000E+00
     6 1.324E-07 6.383E-03 1.281E-03 4.255E-04 7.392E-04  0.000E+00
     7 1.663E-07 8.018E-03 1.610E-03 5.345E-04 9.285E-04  0.000E+00
     8 2.033E-07 9.801E-03 1.968E-03 6.534E-04 1.135E-03  0.000E+00
     9 2.436E-07 1.174E-02 2.358E-03 7.829E-04 1.360E-03  0.000E+00
    10 2.875E-07 1.386E-02 2.783E-03 9.241E-04 1.605E-03  0.000E+00
    11 3.354E-07 1.617E-02 3.246E-03 1.078E-03 1.873E-03  0.000E+00
    12 3.876E-07 1.869E-02 3.752E-03 1.246E-03 2.164E-03  0.000E+00
    13 4.444E-07 2.143E-02 4.302E-03 1.429E-03 2.482E-03  0.000E+00
    14 5.064E-07 2.442E-02 4.902E-03 1.628E-03 2.828E-03  0.000E+00
    15 5.740E-07 2.768E-02 5.557E-03 1.845E-03 3.205E-03  0.000E+00
    16 6.477E-07 3.123E-02 6.270E-03 2.082E-03 3.616E-03  0.000E+00
    17 7.280E-07 3.510E-02 7.047E-03 2.340E-03 4.065E-03  0.000E+00
    18 8.155E-07 3.932E-02 7.894E-03 2.621E-03 4.553E-03  0.000E+00
    19 9.109E-07 4.392E-02 8.818E-03 2.928E-03 5.086E-03  0.000E+00
    20 1.015E-06 4.893E-02 9.824E-03 3.262E-03 5.667E-03  0.000E+00
    21 1.128E-06 5.440E-02 1.092E-02 3.627E-03 6.300E-03  0.000E+00
    22 1.252E-06 6.035E-02 1.212E-02 4.024E-03 6.989E-03  0.000E+00
    23 1.386E-06 6.685E-02 1.342E-02 4.457E-03 7.741E-03  0.000E+00
    24 1.533E-06 7.392E-02 1.484E-02 4.928E-03 8.561E-03  0.000E+00
    25 1.693E-06 8.164E-02 1.639E-02 5.443E-03 9.454E-03  0.000E+00
    26 1.868E-06 9.005E-02 1.808E-02 6.003E-03 1.043E-02  0.000E+00
    27 2.058E-06 9.921E-02 1.992E-02 6.614E-03 1.149E-02  0.000E+00
    28 2.265E-06 1.092E-01 2.192E-02 7.280E-03 1.265E-02  0.000E+00
    29 2.491E-06 1.201E-01 2.411E-02 8.006E-03 1.391E-02  0.000E+00
