   s200_5.dat, turb ml, flat plate, Ts(x)                                  
   scaling factor for x/s, s=  1.0000E+00
   x/s            yl        uinf      del2      h12       del3
    6.3354747E-02 1.155E-03 1.500E+01 1.397E-04 1.361E+00 1.175E-04
    6.3643847E-02 1.158E-03 1.500E+01 1.402E-04 1.361E+00 1.179E-04
    6.3933827E-02 1.162E-03 1.500E+01 1.406E-04 1.361E+00 1.182E-04
    6.4224688E-02 1.165E-03 1.500E+01 1.410E-04 1.361E+00 1.185E-04
    6.4516434E-02 1.169E-03 1.500E+01 1.414E-04 1.361E+00 1.188E-04
    6.4809066E-02 1.172E-03 1.500E+01 1.419E-04 1.361E+00 1.191E-04
    6.5102586E-02 1.176E-03 1.500E+01 1.423E-04 1.361E+00 1.194E-04
    6.5396997E-02 1.179E-03 1.500E+01 1.428E-04 1.361E+00 1.197E-04
    6.5692299E-02 1.183E-03 1.500E+01 1.432E-04 1.361E+00 1.200E-04
    6.5988496E-02 1.187E-03 1.500E+01 1.436E-04 1.360E+00 1.203E-04
    6.6285589E-02 1.190E-03 1.500E+01 1.441E-04 1.360E+00 1.207E-04
    6.6583581E-02 1.194E-03 1.500E+01 1.445E-04 1.360E+00 1.210E-04
    6.6882473E-02 1.197E-03 1.500E+01 1.450E-04 1.360E+00 1.213E-04
    6.7182268E-02 1.201E-03 1.500E+01 1.454E-04 1.360E+00 1.216E-04
    6.7482967E-02 1.205E-03 1.500E+01 1.458E-04 1.360E+00 1.219E-04
    6.7784573E-02 1.208E-03 1.500E+01 1.463E-04 1.360E+00 1.223E-04
    6.8087088E-02 1.212E-03 1.500E+01 1.467E-04 1.360E+00 1.226E-04
    6.8390514E-02 1.216E-03 1.500E+01 1.472E-04 1.360E+00 1.229E-04
    6.8694852E-02 1.219E-03 1.500E+01 1.476E-04 1.360E+00 1.232E-04
    6.9000106E-02 1.223E-03 1.500E+01 1.481E-04 1.360E+00 1.235E-04
    6.9306277E-02 1.227E-03 1.500E+01 1.485E-04 1.360E+00 1.239E-04
    6.9613369E-02 1.230E-03 1.500E+01 1.490E-04 1.360E+00 1.242E-04
    6.9921383E-02 1.234E-03 1.500E+01 1.494E-04 1.359E+00 1.245E-04
    7.0230323E-02 1.238E-03 1.500E+01 1.499E-04 1.359E+00 1.248E-04
    7.0540191E-02 1.241E-03 1.500E+01 1.503E-04 1.359E+00 1.252E-04
    7.0850989E-02 1.245E-03 1.500E+01 1.508E-04 1.359E+00 1.255E-04
    7.1162721E-02 1.249E-03 1.500E+01 1.513E-04 1.359E+00 1.258E-04
    7.1475389E-02 1.253E-03 1.500E+01 1.517E-04 1.359E+00 1.262E-04
    7.1788995E-02 1.256E-03 1.500E+01 1.522E-04 1.359E+00 1.265E-04
    7.2103543E-02 1.260E-03 1.500E+01 1.526E-04 1.359E+00 1.268E-04
    7.2419035E-02 1.264E-03 1.500E+01 1.531E-04 1.359E+00 1.271E-04
    7.2735474E-02 1.268E-03 1.500E+01 1.535E-04 1.359E+00 1.275E-04
    7.3052862E-02 1.271E-03 1.500E+01 1.540E-04 1.359E+00 1.278E-04
    7.3371202E-02 1.275E-03 1.500E+01 1.545E-04 1.359E+00 1.281E-04
    7.3690497E-02 1.279E-03 1.500E+01 1.549E-04 1.358E+00 1.285E-04
    7.4010750E-02 1.283E-03 1.500E+01 1.554E-04 1.358E+00 1.288E-04
    7.4331963E-02 1.287E-03 1.500E+01 1.559E-04 1.358E+00 1.292E-04
    7.4654139E-02 1.291E-03 1.500E+01 1.563E-04 1.358E+00 1.295E-04
    7.4977280E-02 1.295E-03 1.500E+01 1.568E-04 1.358E+00 1.298E-04
    7.5301391E-02 1.298E-03 1.500E+01 1.573E-04 1.358E+00 1.302E-04
    7.5626472E-02 1.302E-03 1.500E+01 1.578E-04 1.358E+00 1.305E-04
    7.5952528E-02 1.306E-03 1.500E+01 1.582E-04 1.358E+00 1.309E-04
    7.6279560E-02 1.310E-03 1.500E+01 1.587E-04 1.358E+00 1.312E-04
    7.6607572E-02 1.314E-03 1.500E+01 1.592E-04 1.358E+00 1.315E-04
    7.6936567E-02 1.318E-03 1.500E+01 1.596E-04 1.357E+00 1.319E-04
    7.7266547E-02 1.322E-03 1.500E+01 1.601E-04 1.357E+00 1.322E-04
    7.7597514E-02 1.326E-03 1.500E+01 1.606E-04 1.357E+00 1.326E-04
    7.7875000E-02 1.329E-03 1.500E+01 1.610E-04 1.357E+00 1.329E-04
