   s200_5.dat, turb ml, flat plate, Ts(x)                                  
   scaling factor for x/s, s=  1.0000E+00
   constant props, csubp =  2140.00 htc based on (ts-tinf)
 x/s           rex           rem        cf/2      reh       st        nu
 4.1788813E-02 1.9285597E+06 3.9696E+03 1.588E-03 3.505E+03 1.107E-03 4.677E+03
 4.2010236E-02 1.9368052E+06 3.9827E+03 1.587E-03 3.514E+03 1.107E-03 4.695E+03
 4.2232377E-02 1.9450775E+06 3.9958E+03 1.586E-03 3.524E+03 1.106E-03 4.713E+03
 4.2455238E-02 1.9533766E+06 4.0090E+03 1.585E-03 3.533E+03 1.106E-03 4.731E+03
 4.2678820E-02 1.9617026E+06 4.0221E+03 1.583E-03 3.542E+03 1.105E-03 4.749E+03
 4.2903126E-02 1.9700555E+06 4.0354E+03 1.582E-03 3.551E+03 1.105E-03 4.767E+03
 4.3128156E-02 1.9784354E+06 4.0486E+03 1.581E-03 3.561E+03 1.104E-03 4.786E+03
 4.3353914E-02 1.9868423E+06 4.0619E+03 1.580E-03 3.570E+03 1.104E-03 4.804E+03
 4.3580400E-02 1.9952764E+06 4.0752E+03 1.578E-03 3.579E+03 1.104E-03 4.822E+03
 4.3807616E-02 2.0037377E+06 4.0886E+03 1.577E-03 3.588E+03 1.103E-03 4.840E+03
 4.4035565E-02 2.0122263E+06 4.1020E+03 1.576E-03 3.598E+03 1.103E-03 4.859E+03
 4.4264248E-02 2.0207422E+06 4.1154E+03 1.575E-03 3.607E+03 1.102E-03 4.877E+03
 4.4493667E-02 2.0292855E+06 4.1288E+03 1.573E-03 3.617E+03 1.102E-03 4.895E+03
 4.4723823E-02 2.0378563E+06 4.1423E+03 1.572E-03 3.626E+03 1.101E-03 4.914E+03
 4.4954719E-02 2.0464546E+06 4.1558E+03 1.571E-03 3.636E+03 1.101E-03 4.933E+03
 4.5186356E-02 2.0550805E+06 4.1694E+03 1.570E-03 3.645E+03 1.100E-03 4.951E+03
 4.5418737E-02 2.0637341E+06 4.1829E+03 1.569E-03 3.655E+03 1.100E-03 4.970E+03
 4.5651862E-02 2.0724155E+06 4.1966E+03 1.567E-03 3.664E+03 1.099E-03 4.988E+03
 4.5885734E-02 2.0811246E+06 4.2102E+03 1.566E-03 3.674E+03 1.099E-03 5.007E+03
 4.6120355E-02 2.0898616E+06 4.2239E+03 1.565E-03 3.683E+03 1.098E-03 5.026E+03
 4.6355726E-02 2.0986266E+06 4.2376E+03 1.564E-03 3.693E+03 1.098E-03 5.045E+03
 4.6591850E-02 2.1074196E+06 4.2513E+03 1.563E-03 3.702E+03 1.097E-03 5.064E+03
 4.6828727E-02 2.1162407E+06 4.2651E+03 1.561E-03 3.712E+03 1.097E-03 5.083E+03
 4.7066361E-02 2.1250899E+06 4.2789E+03 1.560E-03 3.722E+03 1.096E-03 5.102E+03
 4.7304752E-02 2.1339673E+06 4.2928E+03 1.559E-03 3.732E+03 1.096E-03 5.121E+03
 4.7543903E-02 2.1428730E+06 4.3067E+03 1.558E-03 3.741E+03 1.095E-03 5.140E+03
 4.7783816E-02 2.1518071E+06 4.3206E+03 1.557E-03 3.751E+03 1.095E-03 5.159E+03
 4.8024492E-02 2.1607697E+06 4.3345E+03 1.555E-03 3.761E+03 1.094E-03 5.178E+03
 4.8265933E-02 2.1697607E+06 4.3485E+03 1.554E-03 3.771E+03 1.094E-03 5.197E+03
 4.8508142E-02 2.1787802E+06 4.3625E+03 1.553E-03 3.781E+03 1.093E-03 5.217E+03
 4.8751119E-02 2.1878285E+06 4.3766E+03 1.552E-03 3.791E+03 1.093E-03 5.236E+03
 4.8994867E-02 2.1969054E+06 4.3906E+03 1.551E-03 3.800E+03 1.092E-03 5.255E+03
 4.9239388E-02 2.2060111E+06 4.4048E+03 1.550E-03 3.810E+03 1.092E-03 5.275E+03
 4.9484683E-02 2.2151456E+06 4.4189E+03 1.548E-03 3.820E+03 1.091E-03 5.294E+03
 4.9730755E-02 2.2243090E+06 4.4331E+03 1.547E-03 3.830E+03 1.091E-03 5.314E+03
 4.9977604E-02 2.2335015E+06 4.4473E+03 1.546E-03 3.840E+03 1.090E-03 5.333E+03
 5.0225235E-02 2.2427229E+06 4.4616E+03 1.545E-03 3.850E+03 1.090E-03 5.353E+03
 5.0473647E-02 2.2519735E+06 4.4758E+03 1.544E-03 3.861E+03 1.089E-03 5.372E+03
 5.0722843E-02 2.2612533E+06 4.4902E+03 1.543E-03 3.871E+03 1.089E-03 5.392E+03
 5.0972825E-02 2.2705624E+06 4.5045E+03 1.541E-03 3.881E+03 1.088E-03 5.412E+03
 5.1223595E-02 2.2799008E+06 4.5189E+03 1.540E-03 3.891E+03 1.088E-03 5.432E+03
 5.1475154E-02 2.2892686E+06 4.5333E+03 1.539E-03 3.901E+03 1.087E-03 5.452E+03
 5.1727505E-02 2.2986659E+06 4.5478E+03 1.538E-03 3.911E+03 1.087E-03 5.472E+03
 5.1980649E-02 2.3080927E+06 4.5623E+03 1.537E-03 3.922E+03 1.086E-03 5.492E+03
 5.2234588E-02 2.3175491E+06 4.5768E+03 1.536E-03 3.932E+03 1.086E-03 5.512E+03
 5.2489325E-02 2.3270352E+06 4.5914E+03 1.534E-03 3.942E+03 1.085E-03 5.532E+03
 5.2744861E-02 2.3365511E+06 4.6060E+03 1.533E-03 3.952E+03 1.085E-03 5.552E+03
 5.3001198E-02 2.3460968E+06 4.6206E+03 1.532E-03 3.963E+03 1.084E-03 5.572E+03
 5.3258338E-02 2.3556724E+06 4.6353E+03 1.531E-03 3.973E+03 1.084E-03 5.592E+03
 5.3516282E-02 2.3652780E+06 4.6500E+03 1.530E-03 3.984E+03 1.083E-03 5.612E+03
 5.3775034E-02 2.3749136E+06 4.6647E+03 1.529E-03 3.994E+03 1.083E-03 5.633E+03
 5.4034594E-02 2.3845794E+06 4.6795E+03 1.528E-03 4.005E+03 1.083E-03 5.653E+03
 5.4294964E-02 2.3942753E+06 4.6943E+03 1.527E-03 4.015E+03 1.082E-03 5.674E+03
 5.4556148E-02 2.4040015E+06 4.7091E+03 1.525E-03 4.026E+03 1.082E-03 5.694E+03
 5.4818146E-02 2.4137580E+06 4.7240E+03 1.524E-03 4.036E+03 1.081E-03 5.715E+03
 5.5080960E-02 2.4235449E+06 4.7389E+03 1.523E-03 4.047E+03 1.081E-03 5.735E+03
 5.5344592E-02 2.4333623E+06 4.7539E+03 1.522E-03 4.057E+03 1.080E-03 5.756E+03
 5.5609045E-02 2.4432103E+06 4.7689E+03 1.521E-03 4.068E+03 1.080E-03 5.777E+03
 5.5874320E-02 2.4530888E+06 4.7839E+03 1.520E-03 4.079E+03 1.079E-03 5.797E+03
 5.6140420E-02 2.4629981E+06 4.7989E+03 1.519E-03 4.089E+03 1.079E-03 5.818E+03
 5.6407345E-02 2.4729381E+06 4.8140E+03 1.518E-03 4.100E+03 1.078E-03 5.839E+03
 5.6675099E-02 2.4829089E+06 4.8291E+03 1.516E-03 4.111E+03 1.078E-03 5.860E+03
 5.6943683E-02 2.4929107E+06 4.8443E+03 1.515E-03 4.122E+03 1.077E-03 5.881E+03
 5.7213098E-02 2.5029435E+06 4.8595E+03 1.514E-03 4.132E+03 1.077E-03 5.902E+03
 5.7483348E-02 2.5130073E+06 4.8747E+03 1.513E-03 4.143E+03 1.076E-03 5.923E+03
 5.7754433E-02 2.5231022E+06 4.8900E+03 1.512E-03 4.154E+03 1.076E-03 5.944E+03
 5.8026357E-02 2.5332283E+06 4.9053E+03 1.511E-03 4.165E+03 1.075E-03 5.965E+03
 5.8299120E-02 2.5433858E+06 4.9207E+03 1.510E-03 4.176E+03 1.075E-03 5.986E+03
 5.8572725E-02 2.5535745E+06 4.9360E+03 1.509E-03 4.187E+03 1.074E-03 6.008E+03
 5.8847175E-02 2.5637947E+06 4.9514E+03 1.508E-03 4.198E+03 1.074E-03 6.029E+03
 5.9122469E-02 2.5740464E+06 4.9669E+03 1.507E-03 4.209E+03 1.073E-03 6.050E+03
 5.9398612E-02 2.5843296E+06 4.9824E+03 1.505E-03 4.220E+03 1.073E-03 6.072E+03
 5.9675605E-02 2.5946445E+06 4.9979E+03 1.504E-03 4.231E+03 1.072E-03 6.093E+03
 5.9953449E-02 2.6049912E+06 5.0135E+03 1.503E-03 4.242E+03 1.072E-03 6.115E+03
 6.0232147E-02 2.6153696E+06 5.0291E+03 1.502E-03 4.253E+03 1.071E-03 6.136E+03
 6.0511701E-02 2.6257799E+06 5.0447E+03 1.501E-03 4.264E+03 1.071E-03 6.158E+03
 6.0792112E-02 2.6362221E+06 5.0604E+03 1.500E-03 4.275E+03 1.070E-03 6.180E+03
 6.1073383E-02 2.6466963E+06 5.0761E+03 1.499E-03 4.287E+03 1.070E-03 6.201E+03
 6.1355516E-02 2.6572027E+06 5.0918E+03 1.498E-03 4.298E+03 1.069E-03 6.223E+03
 6.1638513E-02 2.6677412E+06 5.1076E+03 1.497E-03 4.309E+03 1.069E-03 6.245E+03
 6.1922376E-02 2.6783119E+06 5.1234E+03 1.496E-03 4.320E+03 1.068E-03 6.267E+03
 6.2207106E-02 2.6889150E+06 5.1393E+03 1.495E-03 4.332E+03 1.068E-03 6.289E+03
 6.2492707E-02 2.6995504E+06 5.1552E+03 1.494E-03 4.343E+03 1.067E-03 6.311E+03
 6.2779179E-02 2.7102183E+06 5.1711E+03 1.493E-03 4.354E+03 1.067E-03 6.333E+03
 6.3066525E-02 2.7209188E+06 5.1871E+03 1.491E-03 4.366E+03 1.066E-03 6.355E+03
 6.3354747E-02 2.7316518E+06 5.2031E+03 1.490E-03 4.377E+03 1.066E-03 6.377E+03
 6.3643847E-02 2.7424176E+06 5.2191E+03 1.489E-03 4.389E+03 1.066E-03 6.399E+03
 6.3933827E-02 2.7532162E+06 5.2352E+03 1.488E-03 4.400E+03 1.065E-03 6.422E+03
 6.4224688E-02 2.7640475E+06 5.2513E+03 1.487E-03 4.412E+03 1.065E-03 6.444E+03
 6.4516434E-02 2.7749118E+06 5.2674E+03 1.486E-03 4.423E+03 1.064E-03 6.466E+03
 6.4809066E-02 2.7858091E+06 5.2836E+03 1.485E-03 4.435E+03 1.064E-03 6.489E+03
 6.5102586E-02 2.7967395E+06 5.2999E+03 1.484E-03 4.447E+03 1.063E-03 6.511E+03
 6.5396997E-02 2.8077030E+06 5.3161E+03 1.483E-03 4.458E+03 1.063E-03 6.534E+03
 6.5692299E-02 2.8186998E+06 5.3324E+03 1.482E-03 4.470E+03 1.062E-03 6.557E+03
 6.5988496E-02 2.8297298E+06 5.3488E+03 1.481E-03 4.482E+03 1.062E-03 6.579E+03
 6.6285589E-02 2.8407933E+06 5.3651E+03 1.480E-03 4.493E+03 1.061E-03 6.602E+03
 6.6583581E-02 2.8518902E+06 5.3816E+03 1.479E-03 4.505E+03 1.061E-03 6.625E+03
 6.6882473E-02 2.8630206E+06 5.3980E+03 1.478E-03 4.517E+03 1.060E-03 6.648E+03
 6.7182268E-02 2.8741846E+06 5.4145E+03 1.477E-03 4.529E+03 1.060E-03 6.671E+03
 6.7482967E-02 2.8853823E+06 5.4310E+03 1.476E-03 4.541E+03 1.059E-03 6.693E+03
 6.7784573E-02 2.8966138E+06 5.4476E+03 1.475E-03 4.553E+03 1.059E-03 6.717E+03
 6.8087088E-02 2.9078791E+06 5.4642E+03 1.474E-03 4.565E+03 1.058E-03 6.740E+03
 6.8390514E-02 2.9191784E+06 5.4809E+03 1.473E-03 4.576E+03 1.058E-03 6.763E+03
 6.8694852E-02 2.9305116E+06 5.4975E+03 1.472E-03 4.588E+03 1.057E-03 6.786E+03
 6.9000106E-02 2.9418789E+06 5.5143E+03 1.471E-03 4.600E+03 1.057E-03 6.809E+03
 6.9306277E-02 2.9532804E+06 5.5310E+03 1.469E-03 4.613E+03 1.056E-03 6.832E+03
 6.9613369E-02 2.9647162E+06 5.5478E+03 1.468E-03 4.625E+03 1.056E-03 6.856E+03
 6.9921383E-02 2.9761863E+06 5.5647E+03 1.467E-03 4.637E+03 1.055E-03 6.879E+03
 7.0230323E-02 2.9876909E+06 5.5815E+03 1.466E-03 4.649E+03 1.055E-03 6.903E+03
 7.0540191E-02 2.9992300E+06 5.5985E+03 1.465E-03 4.661E+03 1.054E-03 6.926E+03
 7.0850989E-02 3.0108038E+06 5.6154E+03 1.464E-03 4.673E+03 1.054E-03 6.950E+03
 7.1162721E-02 3.0224124E+06 5.6324E+03 1.463E-03 4.685E+03 1.054E-03 6.973E+03
 7.1475389E-02 3.0340558E+06 5.6494E+03 1.462E-03 4.698E+03 1.053E-03 6.997E+03
 7.1788995E-02 3.0457342E+06 5.6665E+03 1.461E-03 4.710E+03 1.053E-03 7.021E+03
 7.2103543E-02 3.0574476E+06 5.6836E+03 1.460E-03 4.722E+03 1.052E-03 7.045E+03
 7.2419035E-02 3.0691962E+06 5.7008E+03 1.459E-03 4.735E+03 1.052E-03 7.069E+03
 7.2735474E-02 3.0809800E+06 5.7180E+03 1.458E-03 4.747E+03 1.051E-03 7.093E+03
 7.3052862E-02 3.0927992E+06 5.7352E+03 1.457E-03 4.760E+03 1.051E-03 7.117E+03
 7.3371202E-02 3.1046539E+06 5.7525E+03 1.456E-03 4.772E+03 1.050E-03 7.141E+03
 7.3690497E-02 3.1165441E+06 5.7698E+03 1.455E-03 4.784E+03 1.050E-03 7.165E+03
 7.4010750E-02 3.1284699E+06 5.7871E+03 1.455E-03 4.797E+03 1.049E-03 7.190E+03
 7.4331963E-02 3.1404316E+06 5.8045E+03 1.454E-03 4.810E+03 1.049E-03 7.214E+03
 7.4654139E-02 3.1524290E+06 5.8220E+03 1.453E-03 4.822E+03 1.048E-03 7.238E+03
 7.4977280E-02 3.1644625E+06 5.8394E+03 1.452E-03 4.835E+03 1.048E-03 7.263E+03
 7.5301391E-02 3.1765320E+06 5.8570E+03 1.451E-03 4.847E+03 1.048E-03 7.288E+03
 7.5626472E-02 3.1886377E+06 5.8745E+03 1.450E-03 4.860E+03 1.047E-03 7.312E+03
 7.5952528E-02 3.2007797E+06 5.8921E+03 1.449E-03 4.873E+03 1.047E-03 7.337E+03
 7.6279560E-02 3.2129580E+06 5.9097E+03 1.448E-03 4.886E+03 1.046E-03 7.362E+03
 7.6607572E-02 3.2251728E+06 5.9274E+03 1.447E-03 4.898E+03 1.046E-03 7.387E+03
 7.6936567E-02 3.2374242E+06 5.9451E+03 1.446E-03 4.911E+03 1.045E-03 7.412E+03
 7.7266547E-02 3.2497123E+06 5.9629E+03 1.445E-03 4.924E+03 1.045E-03 7.437E+03
 7.7597514E-02 3.2620372E+06 5.9807E+03 1.444E-03 4.937E+03 1.044E-03 7.462E+03
 7.7875000E-02 3.2723705E+06 5.9956E+03 1.443E-03 4.948E+03 1.044E-03 7.483E+03
